classification,trait,is_control,class,in_S5_36_family,in_unified_48_family,n_trait_universe,n_class,k_overlap,OR,CI_lo,CI_hi,p_two_sided,q_bh_S5_36,q_bh_unified_48,p_one_sided,q_bh_48_one_sided_P04c,sig_S5_36,sig_unified_48
LOO-tau,Cognitive performance,False,gene_driven_all,True,True,149,1405,42,0.9970035860971881,0.6939530110169381,1.4323969129177698,1.0,1.0,1.0,0.5382561649012336,0.9188391005136375,False,False
LOO-tau,Cognitive performance,False,dual_driven,False,True,149,9,0,1.6956521739130435,0.09822900501116562,29.270746400914916,1.0,,1.0,1.0,1.0,False,False
LOO-tau,Height,True,regulation_driven,True,True,2191,148,95,2.334635604205675,1.660355839076638,3.2827441420364187,7.915952770561446e-07,1.4248714987010605e-05,1.899828664934747e-05,4.448267203259836e-07,1.0675841287823607e-05,True,True
LOO-tau,Height,True,gene_driven_strict,True,True,2191,1339,582,0.9680783374233279,0.8531909491952698,1.0984360163129478,0.6291732065170312,0.8388976086893749,0.8628661117947857,0.7037137438347076,0.9648395998844619,False,False
LOO-tau,Height,True,gene_driven_all,True,True,2191,1405,607,0.9532155831497937,0.8416197523586613,1.0796086301600816,0.46567494850759594,0.7689718689323624,0.7860601326864148,0.7839971966785324,0.9677164926253926,False,False
LOO-tau,Height,True,dual_driven,False,True,2191,9,5,1.5890896614821592,0.42620275044723044,5.924893608921319,0.5192914389917832,,0.7920681713772854,0.35617058216386477,0.7293869762747204,False,False
LOO-tau,LDL cholesterol,True,regulation_driven,True,True,256,148,15,2.1456649923564095,1.2387644625782417,3.7165081809352003,0.011943209108179378,0.0537444409868072,0.07165925464907627,0.008638975730330867,0.051833854381985206,False,False
LOO-tau,LDL cholesterol,True,gene_driven_strict,True,True,256,1339,75,1.1322907196307435,0.8585425416591657,1.493324106321202,0.38555313802239494,0.7305217352003273,0.7117904086567292,0.20854573070994478,0.5561219485598528,False,False
LOO-tau,LDL cholesterol,True,gene_driven_all,True,True,256,1405,81,1.186508416055244,0.9048983919502688,1.5557572362746486,0.22565303746715704,0.5077193343011033,0.5700708314959757,0.12218216059438992,0.4345828668775308,False,False
LOO-tau,LDL cholesterol,True,dual_driven,False,True,256,9,1,2.3088235294117645,0.28766120953531726,18.53105637209987,0.3787038731312523,,0.7117904086567292,0.3787038731312523,0.7293869762747204,False,False
LOO-tau,Crohn disease,True,regulation_driven,True,True,95,148,1,0.342451874366768,0.04741352438997179,2.473414237101441,0.5320103015656791,0.7841474896635126,0.7920681713772854,0.9448387260958372,1.0,False,False
LOO-tau,Crohn disease,True,gene_driven_strict,True,True,95,1339,31,1.322403000764526,0.8571919399787299,2.0400911568002096,0.2009260311884482,0.4822224748522757,0.5358027498358618,0.12590727067799465,0.4345828668775308,False,False
LOO-tau,Crohn disease,True,gene_driven_all,True,True,95,1405,34,1.4261697217538951,0.933224422827604,2.179497262925061,0.10723789524626229,0.2969664791434955,0.3959553055246608,0.06484301262569478,0.28295132782121357,False,False
LOO-tau,Crohn disease,True,dual_driven,False,True,95,9,0,2.6842105263157894,0.15510045942370546,46.45367380828843,1.0,,1.0,1.0,1.0,False,False
LOO-tau,Type 2 diabetes,True,regulation_driven,True,True,561,148,33,2.3358695652173913,1.5697377353242958,3.475922444192028,9.525474731446974e-05,0.0011430569677736,0.0015240759570315156,7.375360084873312e-05,0.00118005761357973,True,True
LOO-tau,Type 2 diabetes,True,gene_driven_strict,True,True,561,1339,157,1.0622769764286073,0.873202962617639,1.2922910514040773,0.5445468678218837,0.7841474896635126,0.7920681713772854,0.2884880058508789,0.6594011562305804,False,False
LOO-tau,Type 2 diabetes,True,gene_driven_all,True,True,561,1405,164,1.0558804247001585,0.8701970692623275,1.2811850449118176,0.584149107752476,0.8088218415034283,0.8246810932976132,0.3066265710492632,0.669003427743847,False,False
LOO-tau,Type 2 diabetes,True,dual_driven,False,True,561,9,2,2.251980577561973,0.46666294010095755,10.867407899627107,0.26966362211496153,,0.6163739934056264,0.26966362211496153,0.6471926930759077,False,False
