cell_type,cell_type_group,cell_type_class,n_genes,n_high_expr,v7_gd_OR,v7_gd_p,v7_gd_n,v7_rd_OR,v7_rd_p,v7_rd_n,loo_brain_gd_OR,loo_brain_gd_p,loo_brain_gd_n,loo_brain_rd_OR,loo_brain_rd_p,loo_brain_rd_n,loo_tau_gd_OR,loo_tau_gd_p,loo_tau_gd_n,loo_tau_rd_OR,loo_tau_rd_p,loo_tau_rd_n,loo_campra_gd_OR,loo_campra_gd_p,loo_campra_gd_n,loo_campra_rd_OR,loo_campra_rd_p,loo_campra_rd_n,loo_double_gd_OR,loo_double_gd_p,loo_double_gd_n,loo_double_rd_OR,loo_double_rd_p,loo_double_rd_n,v7_gd_fdr,v7_rd_fdr,loo_brain_gd_fdr,loo_brain_rd_fdr,loo_tau_gd_fdr,loo_tau_rd_fdr,loo_campra_gd_fdr,loo_campra_rd_fdr,loo_double_gd_fdr,loo_double_rd_fdr
distal convoluted tubule cells,renal nephron cells,specialized epithelial cells,4974,1118,1.260266960880776,0.0015940773195368425,311,1.7740710387974974,1.0877758600164158e-05,97,1.1927244004021256,0.015645617916528017,274,1.9476543209876542,2.3032330068698834e-12,208,1.1292425747221853,0.05843715458115343,322,3.6226053639846745,8.540322670990748e-14,74,1.2181102362204725,0.009241598964667771,258,1.743879508301767,1.164983132767355e-10,251,0.9918874972312277,0.555125419442736,270,4.010026287775099,2.6474576935742107e-37,202,0.001961102904926524,5.4037897562105814e-05,0.017847593771446776,1.223096148475731e-11,0.07396071507833911,6.922156270171448e-13,0.010464751768814977,5.787335562779764e-10,0.593675795792926,2.718056565402856e-36
early primary spermatocytes,spermatogenic cell types,germ cells,4974,1132,1.4249836883735305,2.161934728560603e-06,336,0.7372026567809701,0.9811509557621897,53,1.4504944860574926,1.4295350360434308e-06,309,0.912282738008879,0.8227383789091335,131,1.3415938506011431,4.7096086188885135e-05,357,1.358075125497663,0.06239468461260078,42,1.544072221447219,4.085336465897075e-08,298,0.8851567834445087,0.9108000668844577,168,1.2454949321385071,0.0025478526245652443,311,1.6536617167692864,8.987706665330628e-06,128,1.0739933812849446e-05,0.9998241684620686,6.115233209741343e-06,0.9999900707622584,0.001036113896155473,0.06814738603078384,2.8597355261279523e-07,0.9999999933075148,0.018684252580145125,1.182997287573433e-05
early spermatids,spermatogenic cell types,germ cells,4974,1149,1.395088495823761,7.364157118221734e-06,337,1.0270709325396825,0.449148798407674,69,1.3962832001727488,1.3026511805177415e-05,307,1.0466843580607215,0.34291369528282756,146,1.3924068199841395,4.579819254020189e-06,369,1.331134632101038,0.07610476799433497,42,1.3518797977089478,0.00011301893336112013,281,1.0528502524759094,0.2994839634433961,191,1.3544342392689028,4.2633372657938684e-05,330,1.384310775758843,0.003383118770875977,116,2.577454991377607e-05,0.6943892054245705,3.4001403694869866e-05,0.5388643783015862,0.0001763230412797773,0.0819589809169761,0.00017232589839220297,0.5989679268867922,0.0013131078778645115,0.003775364425470293
endometrial ciliated cells,ciliated cells,ciliated cells,4974,1111,1.2970612017287049,0.0004489670293422875,314,1.1196768884268884,0.2307585495902731,71,1.3169107038248387,0.0003287782624055573,288,1.1462142341828054,0.09712524792385942,150,1.1486033114832728,0.03668083484152704,323,2.1757263548320624,1.0748757852722366e-05,56,1.3238532313210256,0.00035638379157966623,269,1.0729822108288667,0.2337570065368254,187,1.1556940929737365,0.035107462490755324,293,1.8554448556398335,5.1604434211411e-08,135,0.0006648165626799257,0.4627829940292294,0.0005013054694104537,0.18465787876881914,0.05431585159226119,1.9247775689758655e-05,0.000490027713422041,0.49313121926946735,0.07835578584893217,7.791257714271857e-08
endometrial glandular cells,glandular cells,glandular epithelial cells,4974,1127,1.302184855357044,0.0003506007438390347,319,1.0548330745341614,0.3766361606200568,69,1.293044874628009,0.0007153533179771594,289,1.0771685580635937,0.24679385965057035,146,1.1067643459905327,0.09602045795785263,321,2.2648996985760315,3.3161945226305635e-06,58,1.3094686996992875,0.000549593962638439,271,0.9808835619696012,0.5984479122393065,179,1.080400381635533,0.1710337907811838,286,2.054046480051785,1.5647504785615026e-10,145,0.0005476315338742396,0.6105470393209341,0.0009836108122185942,0.40866940200201973,0.10641856551049088,6.227975079086667e-06,0.0007172666970027085,0.9600101925505542,0.23309029894072836,2.769788203430706e-10
endometrial luminal cells,luminal cells,glandular epithelial cells,4974,1117,1.3307172590727532,0.00012355504798079394,320,1.2246289238015555,0.08227987941307564,76,1.3376891592504976,0.0001508259756433439,292,1.137092072965083,0.11112739226705494,150,1.1246297795460605,0.0651313815788749,321,2.3609524011809433,1.0296435861816972e-06,59,1.3379236148466918,0.00021308642430416063,272,0.9944137147252008,0.5402389993019983,179,1.1174405081409913,0.08385891019563037,289,2.0809606979934285,7.758209131340402e-11,145,0.00022924671553062974,0.19494002199405616,0.00024709787499015915,0.20618817360393324,0.07836119346208385,2.1427717874592078e-06,0.00030384545687815495,0.9043131075272579,0.14191507879260523,1.4056049485016728e-10
endometrial secretory cells,secretory cells,glandular epithelial cells,4974,1013,1.3266057028298064,0.00023051819713547196,291,0.962940848835914,0.6228564149440211,58,1.3910546060994735,3.415699733841344e-05,272,0.9676763105140566,0.6372225278874277,122,1.1340755789250052,0.05859225480232059,293,1.982878578314263,0.00015632797198727744,49,1.424837213172731,1.4835915306118311e-05,257,0.8683499414872868,0.9314385373297973,148,1.135419859895319,0.06311991049746925,265,1.8648932205586881,8.58878421283564e-08,125,0.0003901077182292602,0.89644755048018,7.079796902049016e-05,0.884074498150125,0.07396071507833911,0.00024074507686040725,3.217930925552423e-05,0.9999999933075148,0.12000575576062054,1.2361427745576528e-07
endometrial stromal cells,stromal cells,mesenchymal cells,4974,1142,1.279359014135872,0.000763210251228761,320,1.3035939750680205,0.030895419947220098,81,1.3360639248332948,0.00014447540484240748,298,1.4023270199694957,0.00034356538434732013,175,1.1562983041184292,0.028849214626646927,333,2.573853786185466,5.918707615446406e-08,63,1.3747211193042164,4.9541658079163976e-05,282,1.218820533595694,0.015130956216129041,208,1.1084466510983901,0.0992399059822665,294,2.926599110458985,1.46263194458783e-22,177,0.001013227402493355,0.08650717585221628,0.0002392388424272124,0.0010797769222344348,0.0457964344883097,1.5990894259276256e-07,8.477128160212503e-05,0.04660334514567745,0.15755613939452617,5.493788279671362e-22
enteric stem cells,stem cells,stem and proliferating cells,4974,1029,1.4070163922469594,9.208040110605396e-06,305,0.9430067708219209,0.6746552032921649,58,1.473433660933661,1.1122965274966767e-06,285,0.9243601844971515,0.7810775500402842,120,1.2290774741770807,0.004351098222121314,311,1.6497852401405702,0.005235047487048831,44,1.5562487793618949,5.9191056701307005e-08,274,0.8157916494419182,0.9829720480261892,144,1.2170704412787707,0.007877489480380103,280,1.512680186229743,0.00036243887699707547,111,3.0826916892026767e-05,0.9262826855590605,5.0380489774849475e-06,0.9999900707622584,0.012183075021939679,0.006449578504044159,3.61634757564992e-07,0.9999999933075148,0.029756997105299436,0.00044115416068328235
enteric transient amplifying cells,proliferating cells,stem and proliferating cells,4974,1041,1.4381575465586305,2.254202823809471e-06,312,0.9497493341688861,0.6580183353709548,59,1.500618811881188,3.112178163078349e-07,291,0.8774285190615836,0.8953033757847333,117,1.2544531640528163,0.0018436589785529645,318,1.6248360466013425,0.006516831928555878,44,1.5772259236826165,2.066899631052424e-08,279,0.8019414307855454,0.9892352050609363,144,1.2465848806366047,0.0031602825116224414,287,1.4882567388422447,0.0005767361972435488,111,1.0848351089583079e-05,0.9212256695193367,1.8184292086243688e-06,0.9999900707622584,0.006602871690631548,0.007902300133839411,1.8723679010710195e-07,0.9999999933075148,0.020157237025992536,0.0006885067781047016
enterocytes,enterocytes,glandular epithelial cells,4974,1055,1.354766708033619,6.495782368325692e-05,306,0.8913207771475153,0.7961374108666212,57,1.3939935106166819,2.393398402312364e-05,283,0.8202696390658174,0.9691566622398995,113,1.2175883940835495,0.005810557061951879,317,1.4914228240421687,0.022081704417381925,42,1.4532993630573248,3.7039850369155075e-06,270,0.7555224374896506,0.9981223926158407,140,1.1882121548572326,0.016588924582290512,283,1.3240067663329218,0.012164925202493668,104,0.00013162506377923112,0.9887513005924166,5.501244088897076e-05,0.9999900707622584,0.015166538771874395,0.02576198848694558,1.1408273913699763e-05,0.9999999933075148,0.04404645492539205,0.013100688679608565
ependymal cells,ciliated cells,ciliated cells,4974,1113,1.2113265845428305,0.007627266163730937,303,2.31085,7.99187581107959e-11,113,1.17141520246921,0.02723728317410518,270,2.287197503998322,1.6603298719147577e-18,226,1.1254512311479123,0.0641545853167874,320,4.31979955583395,1.6253005687350796e-17,80,1.1550205361003025,0.04465987066911398,249,2.0129591083059157,3.628411383551569e-16,270,1.0507673565678117,0.2772315109238427,278,3.7305964052287583,1.7287866700911033e-33,195,0.008511586878366407,1.2307488749062568e-09,0.029961011491515695,2.5569080027487268e-17,0.0783119633700608,2.5029628758520223e-16,0.04710698687016132,5.5877535306694166e-15,0.32841271294055213,1.2101506690637723e-32
