cell_type,cell_type_group,cell_type_class,n_genes,n_high_expr,v7_gd_OR,v7_gd_p,v7_gd_n,v7_rd_OR,v7_rd_p,v7_rd_n,loo_brain_gd_OR,loo_brain_gd_p,loo_brain_gd_n,loo_brain_rd_OR,loo_brain_rd_p,loo_brain_rd_n,loo_tau_gd_OR,loo_tau_gd_p,loo_tau_gd_n,loo_tau_rd_OR,loo_tau_rd_p,loo_tau_rd_n,loo_campra_gd_OR,loo_campra_gd_p,loo_campra_gd_n,loo_campra_rd_OR,loo_campra_rd_p,loo_campra_rd_n,loo_double_gd_OR,loo_double_gd_p,loo_double_gd_n,loo_double_rd_OR,loo_double_rd_p,loo_double_rd_n,v7_gd_fdr,v7_rd_fdr,loo_brain_gd_fdr,loo_brain_rd_fdr,loo_tau_gd_fdr,loo_tau_rd_fdr,loo_campra_gd_fdr,loo_campra_rd_fdr,loo_double_gd_fdr,loo_double_rd_fdr
myosatellite cells,stem cells,stem and proliferating cells,4974,982,1.3653620792686239,6.430718958624074e-05,287,1.5735506906925663,0.0007740911778402447,80,1.362457340143463,0.00011618315497136214,261,1.645076332716782,5.631562543958522e-07,168,1.1903437011198317,0.015120836651038718,292,3.2434899885880277,3.071196317717988e-11,64,1.3799010811047403,9.147821678169857e-05,245,1.4339850780839938,5.955941108285325e-05,199,1.1275589273868598,0.07702145867877218,256,3.261162524695851,9.437456801746331e-26,167,0.00013162506377923112,0.003137106352299939,0.0002007186156938418,2.1681515794240307e-06,0.030639590056052136,1.3682195822609062e-10,0.00014523345757094412,0.00022371095870144878,0.13327308580371816,3.928022560726851e-25
müller glia,glial cells,glial cells,4974,1071,1.2879594141400315,0.0007184509128568444,302,1.4507640922181915,0.004261273814256781,82,1.2744042309162738,0.0015890745457138606,273,1.4318995793483869,0.00019896944472193035,167,1.1578908793531764,0.030541862568293235,313,3.333282801485636,4.76704261742993e-12,69,1.3169377860347093,0.0005232235415277671,259,1.2538315345982995,0.007426164513128301,199,1.0806235066560472,0.17498287597034154,272,2.4938591703056767,4.48620687720732e-16,155,0.0009705389524557372,0.015261306218501032,0.00205644941210029,0.0007125882438878436,0.04656878054967483,2.6218734395864618e-11,0.0006886873965408217,0.024332539043016136,0.23638037631081227,1.1911652742929781e-15
neuroendocrine cells,enteroendocrine cells,endocrine cells,4974,1000,1.38236851829043,2.997254387902176e-05,294,1.396974956607984,0.010981600283692544,75,1.4311426106823957,7.82867514718384e-06,273,1.3108486041698217,0.0051091524157633175,148,1.2253967113643334,0.0052762935427313005,302,2.50313190862196,3.2044342961803815e-07,56,1.4457017395710183,7.278904713320895e-06,256,1.2082354151336039,0.024307893802986914,182,1.2143856143856144,0.009100182794135905,272,2.383547257876313,3.819830311292368e-14,143,7.326621837094207e-05,0.035232634243513576,2.3639528875810027e-05,0.01430562676413729,0.014009469061734833,7.592044332488903e-07,1.8376251243465866e-05,0.06806210264836336,0.031303355446312554,9.64350603178729e-14
neutrophil progenitors,neutrophils,blood and immune cells,4974,1016,1.3446525352282308,0.00011678297156719828,294,1.0715087367124412,0.34205430731196856,63,1.321754846455725,0.0004074158341476178,265,1.1401277234443266,0.1142411801225338,137,1.1629941212515285,0.02914318558346981,298,2.038703680229856,8.143797678152422e-05,50,1.3512597063510903,0.00020724865638338115,250,1.129325402671146,0.10570154993142016,177,1.0441130811565293,0.3114547156955567,253,2.2732213740458014,8.190594392712941e-13,141,0.0002220318224857844,0.585292925844924,0.0005809448005438254,0.20944216355797862,0.0457964344883097,0.0001292932827253065,0.000298283112925614,0.2625490111199791,0.3579404941575801,1.6818020486370571e-12
neutrophils,neutrophils,blood and immune cells,4974,1106,1.362294134849252,3.704599204129234e-05,321,0.8555871365924963,0.8667220573897602,58,1.3776611694152923,3.447953036712183e-05,294,0.9753816679124032,0.6118816241756837,134,1.1779304933302959,0.016855872475708016,326,1.764867215198341,0.0013247615293174404,49,1.4144888472205945,1.2725912991903288e-05,278,0.9838433967466226,0.585423418307436,176,1.136724239539417,0.055422146350069396,289,1.8444551532118654,7.224737196557226e-08,134,8.268235904868146e-05,0.9998241684620686,7.079796902049016e-05,0.8724978715097712,0.03280007809355606,0.0018054272169458923,2.8820450011075094e-05,0.949002172835212,0.10942321202449598,1.0496316304432197e-07
nk-cells,nk-cells,blood and immune cells,4974,1145,1.4772296015180266,1.719508802325011e-07,346,0.9111026279836052,0.7586730849243895,63,1.545951225324203,1.5503357543062973e-08,323,0.906994928712599,0.8376021065816355,132,1.2435814839518151,0.0019615182459886836,347,1.9076730287256602,0.00023934294054803816,53,1.5330374753451677,6.105521880967397e-08,300,0.9248659793814433,0.8117168768337,175,1.1782480730651463,0.018648353772554103,305,2.156298904538341,6.134855081353979e-12,151,1.6550272222378232e-06,0.9821436151952451,1.8365515858705366e-07,0.9999900707622584,0.006865313860960393,0.00036136091023919486,3.61634757564992e-07,0.9999999933075148,0.048675364084293765,1.1663798549734727e-11
ocular epithelial cells,barrier epithelial cells,specialized epithelial cells,4974,1117,1.3385010157168822,9.111994809714386e-05,321,0.9425831202046036,0.6796749575855443,63,1.3882036953198003,2.1428910515410927e-05,298,1.0251860443476926,0.42189018789644894,140,1.1636501225796767,0.024544221657425796,327,2.096065447623676,2.784694086879567e-05,55,1.4273209678204566,7.159504593874547e-06,282,0.8953321692857736,0.8886813287018218,167,1.1311299258804994,0.062214250569565505,291,1.9581943639059587,2.768252958122286e-09,140,0.00017990348726871995,0.9262826855590605,5.264103845834045e-05,0.6432781082777538,0.04108489277438666,4.6112138642951965e-05,1.8376251243465866e-05,0.9999999933075148,0.1197624323464136,4.440739120321168e-09
oligodendrocyte progenitor cells,glial cells,glial cells,4974,1111,1.2079050376249647,0.008472856915387053,302,2.6633553888090633,1.7782284282801946e-14,122,1.1825468714055671,0.02063968337891443,271,2.514785895126345,7.90319361385555e-23,237,1.1226443355119826,0.06855181929671243,319,5.295434170081967,2.427009643714535e-22,87,1.1822431606519208,0.023680651080410148,252,2.2903250303766707,2.565072732103463e-22,288,1.015234586629104,0.43850119897279155,272,4.690616688829787,4.4756809667579495e-46,215,0.009320142606925758,3.912102542216428e-13,0.023200811973378265,2.0284863608895913e-21,0.0805876348984253,7.475189702640769e-21,0.02604871618845116,6.583686679065555e-21,0.4789303875305667,1.148758114801207e-44
oligodendrocytes,glial cells,glial cells,4974,1121,1.3069377112613414,0.0003005744254715088,318,1.8270270542901528,3.641747396132002e-06,99,1.3049427231718898,0.00048352207068908117,289,1.840792779626644,1.4852763118757599e-10,202,1.175914869837706,0.017397993846314443,330,2.87696220090163,1.2742943092379333e-09,66,1.321266001727794,0.0003753962901743238,271,1.7744189681905944,2.8410903048160895e-11,254,1.0573986938187803,0.250475790116782,281,3.607856116584565,6.932156629991598e-32,193,0.0004784863500687726,1.9338934448425112e-05,0.0006769308989647136,6.72742800084903e-10,0.03301327068858487,4.460030082332767e-09,0.000511602023777397,1.5625996676488492e-10,0.303288179604656,3.812686146495379e-31
oocytes,oocytes,germ cells,4974,675,1.3640610401744004,0.0004919971650034115,200,0.9158931720219435,0.7124891244503111,37,1.3982606171571472,0.0002702636898575407,185,0.7574555378831694,0.9840560290975461,67,1.2475817765635384,0.008556975961967599,208,1.4387052341597797,0.06306058118163473,27,1.4704521666818011,4.598131723951456e-05,178,0.6577879343566448,0.9997684907804784,79,1.2425919843305733,0.011738710265141698,188,0.850515533391738,0.8630956654424544,48,0.0006964908628691298,0.9624853084679642,0.00041620608238061266,0.9999900707622584,0.019552066365157477,0.06838964438008273,7.9563178144778e-05,0.9999999933075148,0.036155227616636434,0.8630956654424544
other brain neurons,neuronal cells,neuronal cells,4974,1151,1.1625654927925344,0.027776249996824605,306,3.2237939050409197,1.256833480903345e-20,138,1.1570776751462917,0.03676892894041679,277,2.7770089041203074,2.380824738157835e-28,256,1.065643714346581,0.2094192533645094,321,5.346420249608989,1.1698651872034984e-22,89,1.1376488095238095,0.06273359225989313,255,2.374988765426843,1.1148462210842081e-24,302,1.0042889857409492,0.49241924837804935,280,4.863439894636016,1.2652593223995738e-48,223,0.029098928568101968,4.838808901477878e-19,0.03987616237200131,9.166175241907665e-27,0.217909223095503,4.503980970733469e-21,0.06483874636257411,3.433726360939361e-23,0.5302976520994378,4.871248391238359e-47
ovarian stromal cells,stromal cells,mesenchymal cells,4974,1101,1.4388513216826206,1.4234838150955583e-06,329,1.2492120939642577,0.06311816584863289,76,1.4498355263157894,1.8088933029178542e-06,301,1.1974614749587231,0.0415592244862418,153,1.3070898369202404,0.000219150962677114,343,2.337424097155641,1.4925894713869271e-06,58,1.5007338560037444,3.6484301676826334e-07,286,1.0430818639931543,0.3388293156842939,182,1.2395826274555901,0.0033424642968614394,302,2.229996526169523,1.0434955985961423e-12,149,8.309520634768615e-06,0.1620032923448244,7.330778122351304e-06,0.09143029386973196,0.001874958236237531,2.9851789427738543e-06,1.6525242524209573e-06,0.6211870787545388,0.020157237025992536,2.0869911971922845e-12
pancreatic acinar cells,acinar cells,glandular epithelial cells,4974,1097,1.3501700826115541,6.308354304942016e-05,317,1.1168408137245056,0.23741007474288991,70,1.362797401598804,6.412764793835976e-05,290,1.228328187726569,0.02341070012735994,155,1.16174199461244,0.026596743131425942,321,2.2802409129332206,3.1160597580329407e-06,57,1.3882227940889773,3.689070178362251e-05,273,1.1219296184503045,0.11250766336451994,190,1.1111009179190998,0.09718180331536445,283,2.2961131246014967,1.4495777090831487e-13,151,0.00013128196796771224,0.4627829940292294,0.00011898382870490848,0.05546535107097587,0.043114720444627316,5.998415034213411e-06,6.606009389160308e-05,0.26655661781747797,0.15731169381279878,3.4343841107508445e-13
pancreatic duct cells,ductal cells,specialized epithelial cells,4974,1108,1.280400894272681,0.0008227554789420245,311,1.1462464403640875,0.18293968580266323,72,1.2902555244505332,0.0008377287128839929,284,1.1743617204730483,0.06174926889310384,152,1.1281020900121772,0.06062651602233128,319,2.3868960272490654,7.722689097426347e-07,59,1.321162613981763,0.0003952377072173131,268,1.0595266407701998,0.27842309389137776,185,1.1057371712927941,0.10739400949291028,285,2.0552331606217615,1.804799588466959e-10,143,0.0010812304520622586,0.3807123191028397,0.0011316686121415342,0.1320748251324721,0.07590636965397575,1.7058193626777487e-06,0.0005292748427084018,0.5641731113062128,0.16747740456605603,3.158399279817178e-10
pancreatic islet cells,pancreatic islet cells,endocrine cells,4974,1131,1.3790313013710238,1.622527043034127e-05,330,1.4712783171521036,0.002678468514633888,87,1.4093404211631038,8.363666543334662e-06,304,1.4098156968316422,0.00029052890350311376,174,1.2373393946096847,0.002523666542287547,342,2.6841611996251173,1.490451682066524e-08,64,1.406450807711016,1.5261393258173315e-05,283,1.1989096674702981,0.024262326047381332,204,1.1897163973323073,0.013906064894255499,303,2.6173279989506133,3.7464457546507525e-18,166,4.7145125401368966e-05,0.01006058905496631,2.4051145933928726e-05,0.0009321135654058233,0.008229644005913491,4.590591180764894e-08,3.26424244688707e-05,0.06806210264836336,0.03975105125277065,1.2019846796171164e-17
paneth cells,secretory gland support,specialized epithelial cells,4974,790,1.3759653501688445,0.00014973681055526113,234,1.1817729534147445,0.16266473377682508,53,1.4400095526190098,2.8312376944467396e-05,219,1.0089286716426287,0.4893850584340222,98,1.2249152121763587,0.009967997692598412,240,2.0128395061728397,0.00031126874446625813,40,1.4722107941491078,1.4702429236612605e-05,207,0.8599116738834164,0.9252175130729453,114,1.2406744329502188,0.008175739298251031,219,1.6156413924654267,0.00014919033155781243,91,0.00026203941847170693,0.352822098614522,6.140994435842224e-05,0.7388754803807787,0.022076175889162775,0.00045652749188384526,3.217930925552423e-05,0.9999999933075148,0.029756997105299436,0.00018679114682848062
papillary tip epithelial cells,renal nephron cells,specialized epithelial cells,4974,1088,1.215684355212057,0.007075181153965004,297,1.7226030150753768,3.4442202753455965e-05,93,1.147904984805765,0.04895215717168775,261,1.8939641820997752,2.7347608966702443e-11,200,1.0934616628118083,0.12945634578913012,308,3.2631023217102895,1.0428566466148554e-11,69,1.1827707727971228,0.024200522373926853,247,1.7963113982811618,1.569861678248686e-11,249,0.9871529779520094,0.5783158558494765,262,3.7322274881516586,2.870839938627084e-33,192,0.007953123340953362,0.00015600291835388879,0.05199056692717182,1.3585586389910245e-10,0.13844636980226416,5.180642696086701e-11,0.026431776209820818,8.954025868529542e-11,0.6142113227642716,1.8421222939523788e-32
parietal cells,gastric glandular cells,glandular epithelial cells,4974,857,1.4045901229335935,3.397439783563594e-05,256,0.7477467452987648,0.963074039920307,40,1.422485337025128,3.0461150993909296e-05,235,0.7946112635178118,0.9763893055585567,89,1.2345429019685972,0.006190458507005711,261,1.5087311327864263,0.026661428912004355,35,1.4763866726999928,7.018072974007879e-06,224,0.7224939442952553,0.9989165030143622,109,1.1789499803290677,0.030422257503240912,230,1.3590621403912544,0.010793112544609578,87,7.926143260191352e-05,0.9998241684620686,6.501639371106568e-05,0.9999900707622584,0.015376300162562574,0.030413778166286452,1.8376251243465866e-05,0.9999999933075148,0.07207734854614001,0.01170520656246391
pdcs,dendritic cells,blood and immune cells,4974,868,1.3556663952225843,0.00017867042946185607,254,0.8982700058425676,0.7665886418852713,47,1.444577089342518,1.2607615410502819e-05,240,0.9243450537809648,0.7677175897282965,101,1.1755644363502153,0.027901849307742043,257,1.7883342279477545,0.0021027135104425263,40,1.4573491006191497,1.2667833796312692e-05,225,0.8936130308609733,0.8710937471738418,129,1.1213841810600793,0.09806443250667976,226,1.7840434087153247,2.196450095139615e-06,106,0.00030572495707917595,0.9821436151952451,3.34753926416799e-05,0.9999900707622584,0.044759216597836195,0.0027915334535185262,2.8820450011075094e-05,0.9999999933075148,0.15731169381279878,2.9933921650575282e-06
pericytes,mural cells,endothelial and mural cells,4974,1169,1.2922787193973635,0.0004360398729951414,329,1.3802597008667103,0.010214217270720772,86,1.338678689709861,0.00011730308709380363,305,1.3915121147801477,0.00042263963621221647,178,1.1583396261121277,0.02634489732662423,341,3.043442756818553,1.1052471149156689e-10,70,1.3897330403478423,2.4400312664129478e-05,290,1.2597366562405408,0.005175827107594129,217,1.1228042163134337,0.0714891939740819,303,2.6691676761887395,4.118858477886831e-19,172,0.0006578039101354504,0.033467860844489335,0.0002007186156938418,0.001276205960327085,0.043114720444627316,4.47915936044771e-10,4.944273881942025e-05,0.017712830545988798,0.1310796076810164,1.409564901321271e-18
peritubular myoid cells,stromal cells,mesenchymal cells,4974,1004,1.4783774913850776,5.158519287575495e-07,306,1.0653302818907915,0.3574803598010723,62,1.5269597818677574,1.3560470571089537e-07,284,1.1349071457116582,0.12414636870266073,135,1.3075008837044892,0.00032895079351917317,314,2.4160689803641637,9.235871286875592e-07,55,1.547746598409618,1.0874336625292245e-07,267,1.023465109314166,0.4205525311965875,164,1.2375385087522575,0.00462088265328768,276,2.066200616134602,3.826114448081222e-10,132,3.6109635013028468e-06,0.5983910370583166,1.0441562339738944e-06,0.22492400917893826,0.002663580440834185,1.948389285176495e-06,5.402089807403244e-07,0.735966929594028,0.022955352535687184,6.620467696679868e-10
pituicytes/fscs,glial cells,glial cells,4974,1052,1.2424619484825663,0.0034297725583435495,291,2.2380187900645554,7.421011131342175e-10,106,1.2715010191802352,0.0018489104029241535,268,2.14012053127377,2.380666552682315e-15,208,1.1336485055155132,0.056574839943927126,304,4.533818907606833,1.9973040499429847e-18,79,1.2760307024646176,0.0020469318767312623,250,1.7877683638874244,3.6393400244895966e-11,241,1.0583675600605047,0.25208368174932444,264,3.9265513060729638,1.6910860593137637e-35,192,0.004031946366296997,1.0389415583879045e-08,0.0023531586946307407,2.3709602561106125e-14,0.07317417072377959,3.8448102961402455e-17,0.0025218200721329152,1.932615047487579e-10,0.303288179604656,1.302136265671598e-34
pituitary stem cells,stem cells,stem and proliferating cells,4974,1058,1.2002554857377117,0.01174781332519184,287,1.9479594017094017,4.1890744866203226e-07,98,1.1558551167718214,0.042416396850014325,255,2.1587211479938198,9.996470098257857e-16,210,1.095913718538985,0.12584552875670474,300,4.250692739515585,5.564275742404666e-17,77,1.1796125634756442,0.027314758997455967,240,1.9642053309264569,9.886453879314599e-15,255,0.963017114889072,0.6918266068700546,251,4.028099652375435,6.467447677725568e-37,195,0.012740586282250305,2.8048585693023027e-06,0.04567919660770773,1.1841972270243923e-14,0.13552595404568202,7.140820536085988e-16,0.02941589430495258,1.1711645364726526e-13,0.7033374846004045,6.224918389810859e-36
plasma cells,plasma cells,blood and immune cells,4974,1125,1.4492819892457558,7.467124772825687e-07,337,0.7983801257533955,0.9415974508995243,56,1.5294981269151169,4.0654055720883115e-08,316,0.9105153094665875,0.8269699433532847,130,1.2356305349935923,0.0027165229995670436,340,1.6179209757710464,0.005920943986668252,47,1.5606353438487073,2.0127919376889567e-08,298,0.8621326055798795,0.9472388997328449,164,1.208023599775009,0.00830877191901218,304,1.6898799577873538,3.7573544479087247e-06,129,4.599748860060623e-06,0.9998241684620686,3.912952863135e-07,0.9999900707622584,0.008366890838666494,0.007236709317038974,1.8723679010710195e-07,0.9999999933075148,0.029756997105299436,4.988211939465031e-06
platelets,platelets,blood and immune cells,4974,685,1.2555919192884388,0.008237819459322945,193,1.113721657300027,0.28664737351450714,44,1.2838801834041123,0.005256733797090065,178,0.90166746216262,0.806040431967852,78,1.1310573243809112,0.0960531208179106,199,1.3475708350954003,0.10982946029693254,26,1.2864994382098522,0.0059637159607940264,166,0.9240706669040695,0.7713411104588551,104,1.0636692305367506,0.27219214011132287,173,1.5673146622734762,0.0007151777780771949,78,0.009126792782271465,0.5331392946069856,0.006179671791999008,0.9999900707622584,0.10641856551049088,0.11382641708296759,0.006853822820614031,0.9999999933075148,0.32494255486157925,0.0008472105986452925
podocytes,renal nephron cells,specialized epithelial cells,4974,1049,1.3194836003073391,0.0002539824284091439,300,1.9062857873346792,1.0618342216831485e-06,96,1.3199043333915779,0.00037824393609017115,273,2.03905008948141,1.5040093701630685e-13,202,1.1598536847823815,0.02999893284848825,307,4.0631768445332055,5.860468078315564e-16,75,1.3447615076055444,0.00022310497990619767,257,1.9059119782214156,1.7798420021336728e-13,249,1.0703656462585034,0.20956523536268443,265,4.319193255467168,1.2596556596070946e-40,200,0.00042057305349471147,6.056387782933513e-06,0.0005495242090366638,1.0070323608917936e-12,0.0461983565866719,6.016747227070645e-15,0.0003152125404179306,1.612327460756386e-12,0.2712020692928857,1.7635179234499325e-39
prostatic club cells,glandular cells,glandular epithelial cells,4974,1040,1.3395233307705956,0.00012569837262976034,300,1.083625730994152,0.31239387523859763,65,1.3744311894717038,5.50510614636562e-05,277,1.0903137233075453,0.21754463168067756,136,1.1707732036263785,0.02290900658964374,306,2.1699674718711672,1.5584656014365882e-05,53,1.4015384068964467,3.0339753821758123e-05,261,1.015658632353289,0.4510920272160092,169,1.1359848484848485,0.06050152786319101,272,2.22531978257345,2.48948833977372e-12,142,0.00023044701648789395,0.5633889785902731,0.00010466498105435871,0.3641507965089602,0.03919985572005706,2.6667078069026067e-05,5.629303721145483e-05,0.7718685799029491,0.11793968722697995,4.8529266370272514e-12
prostatic glandular cells,glandular cells,glandular epithelial cells,4974,1075,1.4844907728388066,2.1299155481639066e-07,327,1.1481605425785868,0.18248910352551803,70,1.5018773466833542,2.2163872629656537e-07,300,1.3433294281675412,0.0019578625415046717,161,1.297958251925259,0.0003459195377706734,334,2.6358792990092725,3.796479859279004e-08,61,1.5429904358819326,6.993472842069363e-08,284,1.1965887848716767,0.027660326023512156,194,1.223655050451348,0.0058259253955168545,293,2.6932141996882284,7.931420374590727e-19,162,1.8222610800957867e-06,0.3807123191028397,1.3652945539868426e-06,0.005688883611164518,0.002663580440834185,1.044031961301726e-07,3.839667015986794e-07,0.07567943507516388,0.026388015026752813,2.598805824865898e-18
prostatic hillock cells,barrier epithelial cells,specialized epithelial cells,4974,1041,1.361953718329719,5.280050761905073e-05,303,1.1993552945740371,0.11401066577156371,70,1.381073172600623,4.258961797753308e-05,278,1.2617172444386267,0.01321613796180342,150,1.1757374374247513,0.020034057904098866,307,2.5194303153611393,2.0434115219651473e-07,58,1.4087643653828568,2.299639572610549e-05,262,1.1267873915167,0.10808010052811355,181,1.1269105894105893,0.07350553172687248,271,2.538283783783784,1.7850912252583872e-16,153,0.00011138737223744949,0.25820062542383543,8.408719446846275e-05,0.03509112493306425,0.03607008135060512,5.158776629223487e-07,4.7219265890936604e-05,0.2641958012909443,0.1316261847202135,4.998255430723485e-16
proximal tubule cells,renal nephron cells,specialized epithelial cells,4974,1120,1.2269325229084704,0.004673691396294106,307,1.9530714692335558,2.537163605380291e-07,103,1.1665414838713348,0.03040874547357628,271,2.303104070817075,7.34648338888696e-19,228,1.1711907473933234,0.019884251241451812,329,3.3200079234397633,4.04710302073846e-12,71,1.1983711460151252,0.015559868031405326,256,2.107498111593451,2.7507363956719275e-18,278,1.0460069088523514,0.29643797924094534,279,3.954211960913175,1.4141579077874133e-36,201,0.005411642669393175,1.8605866439455466e-06,0.03321238867326771,1.2570649354317687e-17,0.03607008135060512,2.3083476488656397e-11,0.017423640341773686,4.7068156103719654e-17,0.34324397596319983,1.2098906544403423e-35
renal collecting duct intercalated cells,ductal cells,specialized epithelial cells,4974,1106,1.2469162995594714,0.0025657104601207016,306,1.924108623548922,5.146420934437264e-07,101,1.1763498438197233,0.024334109913309847,269,2.12191435768262,2.1360191229524485e-15,216,1.1188355544311583,0.07504643720337227,317,3.283090783090783,7.1372138043980674e-12,70,1.1991620952814745,0.01561339199457642,253,1.9912139664167339,1.1944124334174144e-15,267,1.0166487537745024,0.4317276709669029,271,4.362880475129918,7.886735938061681e-42,208,0.0030393800835276,3.302286766263911e-06,0.02715545599021534,2.3496210352476932e-14,0.086247397979995,3.790106640956215e-11,0.017423640341773686,1.67217740678438e-14,0.4749004380635932,1.3495081494016654e-40
renal collecting duct principal cells,ductal cells,specialized epithelial cells,4974,1126,1.2891026674549004,0.0005677360518906077,317,1.7564308522242715,1.4936066581662356e-05,97,1.231796414982422,0.005118558227244337,281,1.909587954351753,9.559143945618112e-12,207,1.1469029963343507,0.03758997885481231,327,3.3903924897633075,1.5733484713248885e-12,72,1.2608856173708378,0.002632515008599448,265,1.7237553994275305,2.61852002056137e-10,251,1.0493463008166448,0.28214668703850926,281,3.7070074281855487,2.7487259943609222e-33,196,0.0007876698377581404,7.187982042425008e-05,0.0060635228230432915,4.907027225417297e-11,0.05513196898705805,9.691826583361314e-12,0.0031921835537347637,1.2601627598951594e-09,0.33120028067717144,1.8404513179634e-32
renal connecting tubule cells,ductal cells,specialized epithelial cells,4974,1113,1.1969256335687577,0.011591158482494068,301,1.845467577624596,2.5914654592610503e-06,99,1.1342176258992807,0.06442893759927085,265,2.012799086606877,1.761180840276506e-13,211,1.0563432835820896,0.24733370053465728,309,3.2550335570469797,9.797959608336332e-12,70,1.170791608712312,0.031094191154594174,251,1.8478280572279406,1.0580081937067613e-12,258,0.9622099232207563,0.6983429723021028,264,3.9473613216862073,2.0404346367775227e-36,200,0.012659846853220472,1.4253060025935776e-05,0.06704092155599804,1.1300910391774246e-12,0.25563348914320283,5.02961926561265e-11,0.033253509984774325,8.146663091542062e-12,0.7033374846004045,1.6538259687565184e-35
respiratory basal cells,basal cells,specialized epithelial cells,4974,1065,1.3085818992713727,0.000353114937625073,303,1.0940509337258588,0.2873413081323364,67,1.3717325485181284,5.348894970667383e-05,283,1.2077082705917783,0.036112337395917085,149,1.1424603174603174,0.0452354722997446,309,2.9113743399457683,1.1527797738521088e-09,64,1.3930377162434475,3.635118652339543e-05,266,1.0604878614644544,0.2782052318139865,178,1.0910008024762123,0.1461581698707611,272,2.3406930165388715,5.557309876399748e-14,149,0.0005476315338742396,0.5331392946069856,0.00010296622818534713,0.08059855013001785,0.06332966121964244,4.1285601203075526e-09,6.585979676003407e-05,0.5641731113062128,0.21020147329564604,1.380364066073486e-13
respiratory ciliated cells,ciliated cells,ciliated cells,4974,1070,1.4112542768354306,5.895502208834782e-06,317,1.1554708520179373,0.17114147024405216,70,1.4134553674459778,1.0102100808392422e-05,289,1.1629031211472325,0.07726659680154652,146,1.2576989982923625,0.0015040998023981146,327,2.2883114655689907,3.1899345682677714e-06,56,1.4193,1.2957217150820666e-05,270,1.1465623286351578,0.07483249035335524,188,1.218542415256375,0.006861225251700176,291,1.7931364601428297,3.67051405294102e-07,128,2.1616841432394204e-05,0.36605258913311156,2.7293395166533913e-05,0.15656652509787058,0.0056495455992514555,6.064813870533788e-06,2.8919006394585255e-05,0.19207005857361178,0.028557532128698028,5.138719674117428e-07
respiratory deuterosomal cells,ciliated cells,ciliated cells,4974,884,1.3884392985490015,5.0485532054480214e-05,262,1.2878250278027856,0.05263055482422363,63,1.3916892013701099,7.411320190652775e-05,239,1.201496071467011,0.05176576819001187,124,1.2263875247068525,0.007150940209653451,268,3.1207963411353243,3.6621600544750217e-10,58,1.3939166731521573,0.0001005340819350956,223,1.0498232767666609,0.32919935246445103,147,1.1532579650565262,0.05101630961222854,234,2.0566625440886814,2.0629282779845424e-09,118,0.00010798294356097157,0.14219483233211297,0.0001342756834541797,0.11228068029946237,0.01714805036432124,1.4099316209728832e-09,0.00015798212875515024,0.620619894729736,0.10337515368793677,3.379691008612974e-09
respiratory ionocytes,ionocytes,specialized epithelial cells,4974,804,1.3363050483351235,0.0004929708055372412,234,1.271969232863658,0.06981354213557092,57,1.3568706834960704,0.0003819225400509109,215,1.277056277056277,0.016812430068327344,118,1.1386996904024769,0.06988303039489302,234,2.843923275968292,2.4537573336573843e-08,51,1.4088409107203212,0.00010546954169109766,205,1.0864680781781055,0.22451808966755604,137,1.099145728643216,0.15290385413360041,207,2.218715209869114,9.40153278191937e-11,114,0.0006964908628691298,0.17340783046577293,0.0005496829081106568,0.04175990694390985,0.08153020212737519,7.12978546006108e-08,0.00016406373151948525,0.48021924734449484,0.21516318881128146,1.6835302888553291e-10
respiratory secretory cells,secretory cells,glandular epithelial cells,4974,1064,1.4254282085607386,3.33040256839137e-06,317,1.0954456289221648,0.28437373142705785,67,1.454366264101033,1.9255538204228965e-06,292,1.0547422829465771,0.3206894069372956,136,1.2273452022412192,0.004183985961633415,321,2.672476822406344,2.5306737782032653e-08,61,1.4807206471533927,1.128845123089273e-06,275,0.9380433263452131,0.7627367175763382,164,1.2004504504504505,0.011675236328698196,287,1.9748003791591022,2.744635330472e-09,135,1.3496894619270289e-05,0.5331392946069856,7.603468931926309e-06,0.5144392569619117,0.011932108112806405,7.217106700801904e-08,4.457490998865335e-06,0.9999999933075148,0.036155227616636434,4.440739120321168e-09
retinal amacrine cells,neuronal cells,neuronal cells,4974,944,1.1072060779736939,0.11798319575509944,245,3.3493974189325706,1.692662140060763e-20,122,1.113594766274644,0.11289046620487042,223,2.8616800447747446,2.183009218771056e-27,222,1.012519057742275,0.4538432809884006,256,5.880371660859466,1.7794390040586923e-24,83,1.1373498839438894,0.07777723976969897,210,2.5875634974961272,8.135731995230229e-27,267,0.9643494970046343,0.679574943045899,224,5.186050877687037,6.712645005755124e-50,202,0.11798319575509944,5.21339939138715e-19,0.11513332314933805,6.723668393814853e-26,0.4538432809884006,9.134453554167954e-23,0.07932248294393139,4.176342424218184e-25,0.697696941527123,3.4458244362876306e-48
