gene_id,gene_symbol,classification_loo_brain,prenatal_mean,postnatal_mean,ratio
ENSG00000112234,FBXL4,regulation-driven,5.778022856540084,5.219839902439024,1.106934880098572
ENSG00000112238,PRDM13,neutral,4.014520776371308,3.0682626724738675,1.3084019215129632
ENSG00000112242,E2F3,neutral,47.577176,19.41970422996516,2.4499433892812363
ENSG00000112245,PTP4A1,neutral,0.019028354430379747,0.0030220487804878044,6.296508035620882
ENSG00000112246,SIM1,regulation-driven,2.3423560253164557,1.4102639721254355,1.660934457388319
ENSG00000112276,BVES,neutral,1.5980503080168778,1.1257171707317073,1.4195841989139755
ENSG00000112290,WASF1,regulation-driven,1.5213681308016875,1.7795318919860625,0.8549260272620071
ENSG00000112293,GPLD1,neutral,8.90408689029536,17.48932264111498,0.5091155942976935
ENSG00000112294,ALDH5A1,neutral,0.07346901265822785,0.14917002439024393,0.4925186072640536
ENSG00000112299,VNN1,neutral,0.05080372995780591,0.17226566550522648,0.2949150070549871
ENSG00000112304,ACOT13,neutral,35.911634738396614,18.722839881533098,1.918065580094895
ENSG00000112308,C6orf62,neutral,22.25467889029536,13.461239024390245,1.6532414921072565
ENSG00000112319,EYA4,neutral,40.131571274261596,15.730105668989546,2.5512588483990473
ENSG00000112320,SOBP,regulation-driven,8.105097177215189,5.111568773519164,1.5856379002869345
ENSG00000112335,SNX3,neutral,0.0009314092827004219,0.0014937560975609755,0.623535049812509
ENSG00000112337,SLC17A2,neutral,5.802266202531646,5.685692682926829,1.0205029582331924
ENSG00000112343,TRIM38,neutral,2.309391396624473,3.608414742160279,0.6400016521498554
ENSG00000112365,ZBTB24,neutral,12.28253057383966,10.802511296167246,1.1370069641304172
ENSG00000112378,PERP,neutral,4.387504447257385,9.469893630662021,0.4633108478696464
ENSG00000112406,HECA,neutral,1.6049298312236284,0.6268680104529616,2.560235654813427
ENSG00000112425,EPM2A,neutral,0.0007873206751054853,0.004324310104529617,0.18206850481901948
ENSG00000112499,SLC22A2,neutral,12.636676510548522,13.341041240418116,0.9472031667411652
ENSG00000112531,QKI,gene-driven,0.6193474092827004,0.180576031358885,3.4298428458192283
ENSG00000112539,C6orf118,neutral,10.813881962025315,4.828081592334494,2.2397885692724055
ENSG00000112559,MDFI,neutral,0.6316398734177215,2.508565832752613,0.2517932219162183
ENSG00000112561,TFEB,gene-driven,2.417336156118143,3.297274616724738,0.7331315820213182
ENSG00000112562,SMOC2,neutral,5.57528482700422,10.935269344947736,0.5098443075460312
ENSG00000112584,,gene-driven (relaxed),9.003059620253163,4.61521868989547,1.9507330475941267
ENSG00000112599,GUCA1B,neutral,1.7749285822784815,2.2015804703832753,0.8062065439604315
ENSG00000112619,PRPH2,neutral,6.861713265822785,3.881056717770034,1.7680012854244933
ENSG00000112624,BICRAL,neutral,34.11024551476793,33.09386157142857,1.030712159146059
ENSG00000112658,SRF,neutral,2.591241299578059,2.882357421602787,0.8990006860901908
ENSG00000112659,CUL9,neutral,60.07972657383967,51.31056638327526,1.1709035937171555
ENSG00000112667,DNPH1,neutral,7.401809877637131,12.224891717770035,0.6054703835844943
ENSG00000112699,GMDS,regulation-driven,5.501496510548524,3.7769924738675957,1.4565812742843662
ENSG00000112706,IMPG1,gene-driven,5.291290713080168,2.304468526132404,2.296100230086699
ENSG00000112739,,regulation-driven,2.540612894514768,0.0970367944250871,26.18195406770299
ENSG00000112761,CCN6,gene-driven,6.980427776371308,6.791345393728222,1.027841667840617
ENSG00000112773,TENT5A,neutral,0.4039931518987342,0.5780724390243902,0.6988625034269949
ENSG00000112782,CLIC5,regulation-driven,6.045774873417722,4.378598986062718,1.3807555550672033
ENSG00000112799,LY86,neutral,0.016476540084388185,0.5316767073170732,0.03098977227633589
ENSG00000112812,PRSS16,neutral,0.008303725738396623,0.015812926829268294,0.5251226308735698
ENSG00000112837,TBX18,neutral,5.499768696202532,6.348375076655052,0.8663269938833467
ENSG00000112874,NUDT12,neutral,2.7615811392405067,7.253273947735191,0.3807358110474789
ENSG00000112893,MAN2A1,neutral,5.248994687763714,5.051529550522648,1.0390901676939879
ENSG00000112941,TENT4A,gene-driven,0.4636398101265824,0.44333071777003485,1.0458102530289415
ENSG00000112964,GHR,gene-driven,85.08631698312237,39.338207648083625,2.1629434097327866
ENSG00000112981,NME5,neutral,10.1248261814346,6.584863707317074,1.5375908494786208
ENSG00000112996,MRPS30,neutral,31.561220341772152,38.641080637630665,0.8167789259764184
ENSG00000113068,PFDN1,neutral,6.765822358649789,4.3326284738675955,1.5615976305049208
ENSG00000113070,HBEGF,neutral,0.03852670886075949,0.09911259581881532,0.388716575753792
ENSG00000113083,LOX,neutral,0.011048333333333334,0.08361162717770033,0.1321387192938159
ENSG00000113088,GZMK,gene-driven,1.2881458270042194,2.5981653031358887,0.49579055861052235
ENSG00000113119,TMCO6,gene-driven,74.58564469620252,89.1021867944251,0.8370798448334958
ENSG00000113141,IK,gene-driven,49.917950776371306,16.288255871080136,3.064659050758211
ENSG00000113161,HMGCR,gene-driven,6.385944679324894,10.416438104529616,0.6130641410472116
ENSG00000113196,HAND1,neutral,1.9908083206751053,0.7998544041811847,2.488963379170371
ENSG00000113240,CLK4,gene-driven,4.754655654008439,1.8274755331010455,2.601761592911867
ENSG00000113262,GRM6,regulation-driven,0.008372620253164556,0.04720693031358885,0.17735998078134807
ENSG00000113269,RNF130,neutral,4.723281489451476,1.3417087770034843,3.520347761307974
ENSG00000113302,IL12B,gene-driven,0.01720635864978903,0.015512797909407666,1.1091718431627549
ENSG00000113319,RASGRF2,neutral,9.919105886075949,30.619347703832748,0.3239489613566893
ENSG00000113327,GABRG2,regulation-driven,13.16001852320675,6.269261222996516,2.099133862046454
ENSG00000113361,CDH6,gene-driven,34.39709147679326,1.2823138292682927,26.82423810123045
ENSG00000113368,LMNB1,neutral,34.40556535864979,5.276699097560975,6.520281850930806
ENSG00000113369,ARRDC3,neutral,15.223899248945148,10.88994343205575,1.3979778080510428
ENSG00000113384,GOLPH3,neutral,18.04187683122363,19.863718264808362,0.9082829604559783
ENSG00000113396,SLC27A6,neutral,12.044920620253164,6.401702637630662,1.8815182931881878
ENSG00000113430,IRX4,neutral,2.074106481012658,4.302258554006968,0.4820971252601521
ENSG00000113441,LNPEP,neutral,5.040283451476794,2.076964282229965,2.4267549974741094
ENSG00000113456,RAD1,gene-driven,3.9481023628691987,2.4294333658536584,1.6251124308906113
ENSG00000113460,BRIX1,neutral,0.009857531645569621,0.012052034843205576,0.8179143002666374
ENSG00000113492,AGXT2,gene-driven,0.18218127004219412,0.3941914111498258,0.46216448377397534
ENSG00000113520,IL4,gene-driven (relaxed),6.9623812025316445,4.4122633344947735,1.5779613941217479
ENSG00000113525,IL5,gene-driven,3.3318948691983126,0.9064277665505226,3.675852607514533
ENSG00000113532,ST8SIA4,neutral,9.954972308016877,8.925329815331011,1.1153618425301497
ENSG00000113569,NUP155,neutral,48.3882221772152,51.71167371080139,0.9357311164946495
ENSG00000113583,C5orf15,neutral,4.129850839662447,3.221352662020905,1.282023818240254
ENSG00000113594,LIFR,neutral,10.546437801687764,12.916887076655051,0.8164844779628485
ENSG00000113595,TRIM23,gene-driven,3.62123064556962,4.915570101045296,0.7366857904843154
ENSG00000113600,C9,neutral,4.040344725738397,1.6200154320557492,2.4940161962601337
ENSG00000113643,RARS1,neutral,8.381783434599155,6.8322905609756095,1.2267896629680644
ENSG00000113658,SMAD5,gene-driven,30.258846586497892,17.44212968989547,1.7348137598143976
ENSG00000113719,ERGIC1,neutral,7.574092160337553,9.207353052264809,0.8226134174875037
ENSG00000113721,PDGFRB,neutral,0.012986599156118144,0.04880296167247387,0.26610268539179505
ENSG00000113734,BNIP1,gene-driven,0.5083093333333333,0.26093244599303134,1.9480495474560822
ENSG00000113749,HRH2,regulation-driven,106.92696064556962,20.236113968641114,5.283967110052303
ENSG00000113790,EHHADH,neutral,2.3229643080168776,2.818247003484321,0.8242585923607463
ENSG00000113805,CNTN3,regulation-driven,8.423719341772152,0.9768313728222996,8.623514330251302
ENSG00000113838,TBCCD1,neutral,9.264924455696203,13.410477829268292,0.6908720609101309
ENSG00000113845,TIMMDC1,neutral,6.931492303797468,8.908130216027875,0.7781085520422727
ENSG00000113889,KNG1,neutral,0.002625185654008439,0.014666519163763067,0.17899173107785182
ENSG00000113905,HRG,neutral,4.122944341772151,7.644684609756098,0.5393217055037792
ENSG00000113946,CLDN16,gene-driven,3.7577404092827,5.710628181184669,0.6580257530447653
ENSG00000114013,CD86,neutral,15.260171071729957,7.378489048780488,2.0681972922697702
ENSG00000114021,NIT2,gene-driven,6.717115831223628,17.85430544599303,0.37621826575903705
ENSG00000114030,KPNA1,neutral,7.3985204303797465,7.402197529616725,0.9995032422166166
ENSG00000114113,RBP2,neutral,20.154350755274262,7.7874884355400695,2.58804246351045
ENSG00000114120,SLC25A36,gene-driven,0.01979024050632911,0.021107898954703833,0.937575101567317
ENSG00000114124,GRK7,gene-driven,10.681192729957806,10.68347098954704,0.9997867491200694
ENSG00000114125,RNF7,neutral,4.472614367088608,2.3633117491289197,1.8925198373583783
ENSG00000114166,KAT2B,regulation-driven,3.9268158649789027,5.111632989547039,0.7682116210238468
ENSG00000114200,BCHE,neutral,0.08755283122362868,0.19064219163763066,0.4592521228986266
ENSG00000114248,LRRC31,neutral,1.083168430379747,0.9178907177700348,1.1800625166046406
ENSG00000114251,WNT5A,neutral,3.895171227848101,1.1742503554006969,3.317155672922004
ENSG00000114279,FGF12,neutral,10.715179687763712,4.378910522648083,2.446996720381457
ENSG00000114353,GNAI2,gene-driven,12.79320871729958,11.553989292682926,1.1072546800265293
ENSG00000114383,TUSC2,neutral,5.959010624472574,6.140103017421603,0.9705066197692113
ENSG00000114388,NPRL2,gene-driven,82.8106686413502,36.48496661672473,2.2697202798971383
ENSG00000114395,CYB561D2,neutral,14.646355839662448,9.831432693379792,1.4897478624376779
ENSG00000114416,FXR1,neutral,5.755156919831223,0.8495261707317074,6.774549293607088
ENSG00000114439,,gene-driven,7.05015193670886,8.88816599651568,0.7932066007174761
ENSG00000114455,HHLA2,neutral,2.11757088185654,1.3971725156794426,1.5156116070797234
ENSG00000114480,GBE1,regulation-driven,0.027118502109704637,0.03450594076655052,0.785908209058101
ENSG00000114491,UMPS,gene-driven,24.78066309282701,10.951019121951218,2.2628636492063463
ENSG00000114547,ROPN1B,neutral,21.97892547257384,8.742431972125436,2.5140516440564746
ENSG00000114573,ATP6V1A,regulation-driven,1.9206895400843884,8.564947832752612,0.22424999866778117
ENSG00000114631,PODXL2,neutral,0.021045371308016876,0.09736300348432056,0.2161536780385585
ENSG00000114650,SCAP,neutral,0.37411981012658224,0.765841794425087,0.48850795666934294
ENSG00000114686,MRPL3,neutral,1.6376818185654007,4.6191770940766546,0.3545397340719978
ENSG00000114735,HEMK1,neutral,0.4904757172995781,0.125654149825784,3.9033785830361287
ENSG00000114737,CISH,neutral,2.7269579071729964,4.0619476341463425,0.6713424575563474
ENSG00000114739,ACVR2B,neutral,15.600615409282701,8.414724993031358,1.853966163148805
ENSG00000114744,COMMD2,neutral,5.851148860759493,8.472999376306621,0.6905640613076509
ENSG00000114757,PEX5L,gene-driven,12.425692843881857,7.812524229965158,1.5904837512340455
ENSG00000114767,RRP9,neutral,3.1160635358649786,5.171331080139373,0.6025650819055657
ENSG00000114770,,gene-driven,0.0012179831223628691,0.009682076655052265,0.12579771527911893
ENSG00000114771,AADAC,neutral,1.4196414894514768,3.052930522648084,0.4650094323863266
ENSG00000114779,ABHD14B,gene-driven,45.09410700421941,35.68304004181185,1.2637406160287934
ENSG00000114784,EIF1B,neutral,6.53770388185654,11.608862146341464,0.5631649165475618
ENSG00000114790,ARHGEF26,regulation-driven,6.783867151898734,4.243605881533101,1.5986091407357332
ENSG00000114805,,regulation-driven,0.10989339662447259,4.005151780487806,0.02743801050433304
ENSG00000114850,SSR3,neutral,8.212414894514769,21.168714777003487,0.3879505667219948
ENSG00000114902,SPCS1,neutral,6.49191417299578,4.409140557491289,1.4723763255779594
ENSG00000114933,INO80D,neutral,65.52480365822784,24.788526101045296,2.643352145711671
ENSG00000114956,DGUOK,neutral,4.5077925147679325,2.719200818815331,1.6577637383662727
ENSG00000114988,LMAN2L,neutral,1.1529306624472573,7.2647476271777,0.15870209422473253
ENSG00000114993,RTKN,neutral,17.7488525443038,15.375184104529616,1.1543830905462062
ENSG00000115008,IL1A,neutral,0.015522662447257385,0.02154648083623693,0.7204268096139083
ENSG00000115041,KCNIP3,gene-driven,1.7856113333333334,2.5271031881533097,0.7065842588874164
ENSG00000115053,NCL,gene-driven,22.323061409282705,44.00666468292683,0.5072654692220593
ENSG00000115073,ACTR1B,neutral,2.254321962025316,1.841533355400697,1.224154835650425
ENSG00000115085,ZAP70,regulation-driven,17.145508738396625,8.736551041811847,1.962503126959454
ENSG00000115107,STEAP3,regulation-driven,5.73966099578059,2.80151412543554,2.0487710355157565
ENSG00000115109,EPB41L5,neutral,0.035559658227848095,0.12876478048780488,0.276159817095451
ENSG00000115112,TFCP2L1,regulation-driven,38.65904366666667,19.83943867944251,1.9485956377750195
ENSG00000115128,SF3B6,neutral,5.311779472573839,3.107538463414634,1.7093205876966475
ENSG00000115129,TP53I3,gene-driven,2.0744060801687767,4.23367193728223,0.4899779933115045
ENSG00000115137,DNAJC27,neutral,0.9215409324894513,1.7831957491289196,0.5167917952583829
ENSG00000115145,STAM2,neutral,0.192505417721519,0.8402697944250871,0.2290995332674445
ENSG00000115163,CENPA,neutral,0.3912112109704642,0.19813111149825785,1.9745067193745798
ENSG00000115194,SLC30A3,gene-driven,6.341615278481013,10.25007244599303,0.6186898006716123
ENSG00000115211,EIF2B4,gene-driven (relaxed),16.522019451476794,12.343752344947735,1.3384924607823336
ENSG00000115226,FNDC4,neutral,0.38053188185654013,0.33515042857142857,1.1354062218525247
ENSG00000115234,SNX17,neutral,4.489000257383967,3.749784864111498,1.1971354144466697
ENSG00000115241,PPM1G,regulation-driven,18.73195453586498,11.689459529616723,1.6024654081230363
ENSG00000115252,PDE1A,gene-driven,4.4833177890295355,7.667052550522648,0.5847511490871308
ENSG00000115263,GCG,neutral,45.178639738396626,19.070183003484324,2.369072165177545
ENSG00000115289,PCGF1,neutral,1.9467214092827003,1.2500759965156796,1.5572824489941182
ENSG00000115290,GRB14,neutral,1.1286301139240504,4.453225609756098,0.2534410364144711
ENSG00000115307,AUP1,gene-driven,121.51656467088608,137.692406815331,0.8825219013991129
ENSG00000115317,HTRA2,neutral,6.859253177215191,3.6861146515679444,1.860835547884411
ENSG00000115318,LOXL3,neutral,1.8427323248945149,1.5136912055749128,1.217376647302796
ENSG00000115350,POLE4,neutral,0.5813742573839662,0.5131921777003484,1.132858766454989
ENSG00000115353,TACR1,gene-driven,15.494764729957804,7.1942032717770035,2.1537846714373585
ENSG00000115365,LANCL1,neutral,5.751661345991562,3.6690577526132406,1.5676126498404155
ENSG00000115368,WDR75,regulation-driven,1.378034105485232,7.24955968641115,0.1900852141500775
ENSG00000115380,EFEMP1,regulation-driven,0.0006698227848101265,0.002268801393728223,0.29523200517319664
ENSG00000115386,REG1A,neutral,9.75625982700422,6.303102909407666,1.54785031550771
ENSG00000115419,GLS,regulation-driven,5.423748088607595,2.0914867212543555,2.5932500711047966
ENSG00000115421,PAPOLG,neutral,0.22515586497890297,0.2290008710801394,0.9832096442118299
ENSG00000115423,DNAH6,regulation-driven,1.6889961476793252,1.725049519163763,0.9791000947602275
ENSG00000115457,IGFBP2,neutral,1.993125371308017,1.9236554668989547,1.0361134858109762
ENSG00000115459,ELMOD3,neutral,43.343016666666664,13.865908609756097,3.1258692009674993
ENSG00000115461,IGFBP5,neutral,9.04979634599156,5.910102968641115,1.531241738766582
ENSG00000115488,NEU2,neutral,14.999691481012656,10.623845891986063,1.4118890309136962
ENSG00000115507,OTX1,gene-driven,4.772828696202532,4.635647839721254,1.0295925965958463
ENSG00000115520,COQ10B,neutral,0.02719315611814346,0.3341054912891986,0.08139092839574229
ENSG00000115524,,neutral,6.7269234092826995,9.622001783972124,0.6991189110449024
ENSG00000115526,CHST10,neutral,4.52628164135021,3.4741522543554004,1.302844927327465
ENSG00000115540,MOB4,neutral,12.320888999999998,13.985631965156795,0.8809676266825649
ENSG00000115592,PRKAG3,gene-driven,0.013821683544303798,0.5920068257839721,0.023347169225625512
ENSG00000115593,SMYD1,regulation-driven,0.2212310253164557,0.7563113902439025,0.29251314758741237
ENSG00000115596,WNT6,neutral,0.12706038396624472,0.4500518989547038,0.2823238481191986
ENSG00000115598,IL1RL2,neutral,0.004290185654008438,0.02565510801393728,0.16722539822002583
ENSG00000115604,IL18R1,neutral,0.00705451476793249,0.03955860627177701,0.17833072074041992
ENSG00000115616,SLC9A2,regulation-driven,1.2498252362869198,3.3235582857142854,0.3760503438916861
ENSG00000115661,STK16,gene-driven,0.4257691054852321,0.3234081219512195,1.316507151757469
ENSG00000115665,SLC5A7,dual-driven,23.805223578059078,21.583774013937283,1.1029222027013135
ENSG00000115677,,neutral,18.371454130801688,26.249021216027874,0.6998910161108759
ENSG00000115758,ODC1,neutral,5.905070383966246,3.324027707317073,1.776480494120915
ENSG00000115761,NOL10,neutral,24.641656924050633,44.47711126829268,0.554030066732716
ENSG00000115806,GORASP2,gene-driven,4.164854881856541,6.76877949825784,0.6153036722393599
ENSG00000115808,STRN,neutral,14.852228628691982,7.950185738675957,1.8681612124404916
ENSG00000115816,CEBPZ,neutral,3.1849500506329114,1.530263675958188,2.081308012907401
ENSG00000115828,QPCT,neutral,8.72590600843882,13.508564783972126,0.6459535966983023
ENSG00000115839,RAB3GAP1,gene-driven,7.5286838185654,13.786755055749127,0.5460809152060703
ENSG00000115840,SLC25A12,neutral,0.2057598523206751,0.5261523867595819,0.39106513150665273
ENSG00000115844,DLX2,neutral,0.007107354430379746,0.021666717770034843,0.32803096924118547
ENSG00000115850,LCT,regulation-driven,14.51064288607595,12.493361118466899,1.1614682989213552
ENSG00000115866,DARS1,gene-driven,32.643359223628686,16.239645358885017,2.0101029611320227
ENSG00000115896,,gene-driven,17.448346506329116,18.160337905923345,0.9607941546416932
ENSG00000115902,SLC1A4,neutral,8.348327189873418,4.44383881533101,1.8786296120984693
ENSG00000115944,COX7A2L,gene-driven,4.650279455696203,4.7773971986062715,0.9733918412839625
ENSG00000115946,PNO1,neutral,9.808402147679324,6.817681432055749,1.4386712323579158
ENSG00000115956,PLEK,regulation-driven,43.27593644303797,4.231744912891986,10.226499312658966
ENSG00000115963,RND3,neutral,21.152516691983124,13.78445467595819,1.534519659227126
ENSG00000115998,C2orf42,neutral,13.136441940928268,4.525563466898954,2.90271963635276
ENSG00000116001,TIA1,gene-driven,17.842528675105488,13.54995824041812,1.316795842357881
ENSG00000116030,SUMO1,neutral,0.0018870084388185654,0.006489763066202091,0.29076692316332464
ENSG00000116031,CD207,neutral,0.3740406793248945,0.46339081533101045,0.8071819012159506
ENSG00000116062,,regulation-driven,3.949453206751055,5.319952017421602,0.7423851181021026
ENSG00000116095,PLEKHA3,neutral,2.0293026497890296,5.2611417247386765,0.38571526029168623
ENSG00000116096,SPR,neutral,15.441667565400845,18.85239719860627,0.8190824436131882
ENSG00000116117,PARD3B,regulation-driven,22.62776526582279,17.21560532752613,1.3143752331289291
ENSG00000116120,FARSB,neutral,3.4954355063291143,0.944153613240418,3.702189407857555
ENSG00000116128,BCL9,gene-driven (relaxed),0.5354956455696203,1.48604518815331,0.360349503392339
ENSG00000116132,PRRX1,neutral,43.17661560337553,58.99933648083623,0.7318152741836321
ENSG00000116141,MARK1,neutral,4.53635417721519,7.581666721254355,0.5983320480835735
ENSG00000116147,TNR,regulation-driven,0.9362837383966243,1.2433467700348433,0.7530350831814893
ENSG00000116157,GPX7,neutral,11.966325447257383,19.33663994773519,0.6188420263086577
ENSG00000116171,SCP2,regulation-driven,1.2945287637130802,0.6226393205574912,2.079098959818344
ENSG00000116176,TPSG1,neutral,3.023849130801688,0.3271769860627178,9.242242760381792
ENSG00000116205,TCEANC2,gene-driven (relaxed),25.772914497890298,32.63904766898955,0.7896343900492299
ENSG00000116209,TMEM59,neutral,11.278442784810125,4.003907362369337,2.8168590739162447
ENSG00000116218,NPHS2,neutral,0.028687679324894518,0.05521990592334494,0.5195169902085331
ENSG00000116237,ICMT,neutral,64.09411757383965,17.330906414634146,3.6982553618614458
ENSG00000116254,CHD5,regulation-driven,4.677558109704641,5.73332243902439,0.8158547089321906
ENSG00000116266,STXBP3,regulation-driven,10.278789379746836,5.089533662020906,2.0195935546019017
ENSG00000116273,PHF13,neutral,5.373139468354431,5.804801662020906,0.9256370469139863
ENSG00000116285,ERRFI1,neutral,61.851290772151906,73.45151177003486,0.8420696767385616
ENSG00000116299,ELAPOR1,neutral,0.05867483122362869,0.6576110243902439,0.08922422077402627
ENSG00000116337,,gene-driven,30.743847139240508,17.04625217421603,1.8035546362351313
ENSG00000116350,SRSF4,neutral,3.987690345991561,7.534899418118467,0.529229406354481
ENSG00000116353,MECR,gene-driven (relaxed),2.186529329113924,4.798659400696864,0.4556542039212858
ENSG00000116459,ATP5PB,neutral,6.90215041350211,8.065181780487805,0.8557960132033934
ENSG00000116489,CAPZA1,gene-driven,3.3979710675105483,1.7347385609756099,1.9587799245089377
ENSG00000116514,RNF19B,neutral,18.199387012658228,15.00339606620209,1.2130178349191019
ENSG00000116521,SCAMP3,neutral,4.537551995780591,3.94377050174216,1.1505618782269729
ENSG00000116525,TRIM62,neutral,8.20311575949367,8.56763630662021,0.9574537790726626
ENSG00000116544,DLGAP3,regulation-driven,49.913902738396615,20.086601271777003,2.484935209448745
ENSG00000116574,RHOU,neutral,2.9559677679324894,1.810833146341463,1.6323799759821118
ENSG00000116586,LAMTOR2,neutral,10.157594789029538,23.625342013937285,0.429944877963556
ENSG00000116649,SRM,neutral,0.4253905274261604,0.24248129965156795,1.7543230263010912
ENSG00000116667,C1orf21,gene-driven,3.760886261603375,0.8891149407665505,4.229921339934887
ENSG00000116679,IVNS1ABP,neutral,7.5363859578059085,7.431516073170733,1.0141115061318076
ENSG00000116685,KIAA2013,gene-driven,28.02602805907173,36.861816588850175,0.7602996990535984
ENSG00000116691,MIIP,neutral,13.635433869198314,10.601635919860627,1.2861631895558974
ENSG00000116701,NCF2,regulation-driven,0.042630358649789035,0.06713596167247388,0.6349854472594488
ENSG00000116703,PDC,neutral,2.1403289662447262,1.40241518815331,1.5261735499763773
ENSG00000116704,SLC35D1,neutral,0.3761279662447257,1.6144384912891985,0.23297757596473767
ENSG00000116711,PLA2G4A,neutral,6.191596932489453,6.932676226480837,0.893103432241553
ENSG00000116717,GADD45A,neutral,0.0003441054852320675,0.0015279790940766552,0.22520300609217925
ENSG00000116741,RGS2,neutral,0.1800359282700422,0.5739028222996515,0.31370455288689997
ENSG00000116745,RPE65,regulation-driven,8.656382075949368,3.906036463414634,2.216154958364626
ENSG00000116748,AMPD1,neutral,6.873275991561181,7.215925062717769,0.9525148794952238
ENSG00000116752,BCAS2,gene-driven,13.081012535864978,8.60953443902439,1.5193635182609577
ENSG00000116761,CTH,neutral,0.1786834641350211,0.9918118850174217,0.1801586236606576
ENSG00000116771,AGMAT,neutral,6.199931725738396,4.415743459930314,1.4040516125989435
ENSG00000116783,,gene-driven,0.014242033755274263,0.012598839721254354,1.130424235118082
ENSG00000116786,PLEKHM2,neutral,2.374022299578059,3.849909860627178,0.6166436060898614
ENSG00000116819,TFAP2E,neutral,0.04431688607594938,0.07884105923344947,0.5621041435367637
ENSG00000116824,CD2,gene-driven,0.6051666075949367,0.5040765958188154,1.2005449422064756
ENSG00000116857,TMEM9,neutral,18.71603824472574,12.360785888501743,1.5141463021486186
ENSG00000116863,ADPRS,neutral,32.34292881012658,37.3780015783972,0.8652931522379552
ENSG00000116874,WARS2,neutral,0.005305514767932489,0.012799013937282229,0.41452527467589223
ENSG00000116898,MRPS15,neutral,4.758907607594936,3.804621703832753,1.2508228092167064
ENSG00000116903,EXOC8,neutral,21.915182915611812,12.083324787456446,1.8136715929676657
ENSG00000116954,RRAGC,neutral,9.39437459493671,6.720967188153311,1.3977712332081715
ENSG00000116962,NID1,neutral,8.22156316877637,5.7375811428571435,1.4329319209736315
ENSG00000116981,NT5C1A,neutral,23.30459571729958,89.38578769686411,0.26071925210675484
ENSG00000116983,HPCAL4,gene-driven,2.421422135021097,2.2470633310104526,1.0775940765017242
ENSG00000116996,ZP4,gene-driven (relaxed),9.722434974683543,3.1522777735191636,3.0842570589296567
ENSG00000117000,RLF,neutral,0.9888416371308019,3.562354808362369,0.2775808953138435
ENSG00000117010,ZNF684,neutral,0.732696911392405,1.8009958048780488,0.4068287718427075
ENSG00000117016,RIMS3,neutral,57.015334734177216,17.320188226480838,3.29184267449279
ENSG00000117036,ETV3,neutral,6.616593894514767,8.229949264808361,0.8039653321810408
ENSG00000117054,ACADM,regulation-driven,7.116136843881857,7.119946296167248,0.9994649605310307
ENSG00000117069,ST6GALNAC5,neutral,0.007286527426160336,0.017116459930313587,0.4257029465103209
ENSG00000117090,SLAMF1,neutral,0.05327245991561181,0.21818420905923347,0.24416276569836087
ENSG00000117091,CD48,neutral,10.999734396624474,5.638674717770035,1.9507659063856433
ENSG00000117115,PADI2,regulation-driven,15.03924905485232,26.486155268292684,0.5678154833161544
ENSG00000117118,SDHB,gene-driven,4.328528510548523,0.19346366550522648,22.37385764011375
ENSG00000117122,MFAP2,neutral,11.164812426160337,8.681761289198608,1.2860077643520342
ENSG00000117143,UAP1,regulation-driven,0.06890546835443039,0.04098010801393728,1.6814369628063381
ENSG00000117148,ACTL8,gene-driven,0.7674244852320674,1.76533006271777,0.4347201135013801
ENSG00000117151,CTBS,neutral,1.207737265822785,96.9239239651568,0.012460672416202986
ENSG00000117154,IGSF21,neutral,6.288484156118145,13.675781665505228,0.45982630535699087
ENSG00000117155,SSX2IP,neutral,2.7988670421940927,3.4528363344947737,0.810599394542003
ENSG00000117174,ZNHIT6,neutral,0.001624012658227848,0.009439655052264809,0.17204152580111567
ENSG00000117215,PLA2G2D,neutral,6.817773877637132,5.210976783972125,1.3083485419868264
ENSG00000117222,RBBP5,gene-driven,0.2509889620253164,1.06416087456446,0.23585622063773132
ENSG00000117245,KIF17,neutral,0.4236309746835444,0.4508486968641115,0.9396300302742792
ENSG00000117308,GALE,neutral,8.158730324894515,10.931120205574912,0.7463764162737441
ENSG00000117318,ID3,neutral,0.0030198270042194088,0.019476167247386756,0.15505242719789228
ENSG00000117362,APH1A,neutral,1.8410514641350213,1.071069386759582,1.7188909391808374
ENSG00000117385,P3H1,neutral,33.34562729535865,35.455169961672475,0.9405011266736483
ENSG00000117395,EBNA1BP2,neutral,7.6386033628691985,0.5191796620209059,14.712832419390136
ENSG00000117399,CDC20,neutral,0.06555862025316454,0.3508705923344948,0.1868455826319741
ENSG00000117408,IPO13,regulation-driven,39.29137016033756,65.63340553310104,0.5986489629967723
ENSG00000117448,AKR1A1,gene-driven,95.44307637130802,126.63082521951218,0.7537112405755805
ENSG00000117450,PRDX1,neutral,16.672771088607593,7.13811949477352,2.335737178512531
ENSG00000117472,TSPAN1,neutral,2.5880415864978903,3.805512219512195,0.680077066426983
ENSG00000117477,CCDC181,neutral,3.938947455696202,2.2181634529616723,1.7757697028309405
ENSG00000117479,SLC19A2,gene-driven,7.265138189873417,11.535143623693381,0.6298264180214193
ENSG00000117500,TMED5,gene-driven,0.0012338354430379745,0.004232724738675957,0.291499097912975
ENSG00000117525,F3,neutral,9.989802367088606,6.197439132404181,1.6119242405876195
ENSG00000117528,ABCD3,neutral,5.599458434599156,8.82373050522648,0.6345908265537439
ENSG00000117533,VAMP4,neutral,9.028893029535865,4.274030404181184,2.1125008892550485
