gene_id,gene_symbol,classification_v7,stability
ENSG00000173597,SULT1B1,neutral,1.0
ENSG00000173612,GPRC6A,neutral,1.0
ENSG00000173621,LRFN4,neutral,1.0
ENSG00000173626,TRAPPC3L,neutral,0.695
ENSG00000173641,HSPB7,gene-driven,1.0
ENSG00000173653,RCE1,neutral,1.0
ENSG00000173702,MUC13,neutral,1.0
ENSG00000173705,SUSD5,neutral,0.999
ENSG00000173715,C11orf80,gene-driven,0.872
ENSG00000173726,TOMM20,neutral,1.0
ENSG00000173728,SPMIP3,neutral,1.0
ENSG00000173769,TOPAZ1,neutral,0.721
ENSG00000173846,PLK3,neutral,1.0
ENSG00000173848,NET1,gene-driven,1.0
ENSG00000173905,GOLIM4,neutral,1.0
ENSG00000173926,MARCHF3,neutral,1.0
ENSG00000173930,SLCO4C1,neutral,0.987
ENSG00000173947,CIMAP3,neutral,1.0
ENSG00000173960,UBXN2A,gene-driven,1.0
ENSG00000173992,CCS,neutral,1.0
ENSG00000174004,NRROS,neutral,1.0
ENSG00000174007,CEP19,neutral,1.0
ENSG00000174013,FBXO45,neutral,1.0
ENSG00000174015,CBY2,gene-driven,0.579
ENSG00000174059,CD34,neutral,1.0
ENSG00000174080,CTSF,neutral,0.664
ENSG00000174106,LEMD3,neutral,1.0
ENSG00000174136,RGMB,neutral,1.0
ENSG00000174145,NWD2,regulation-driven,0.884
ENSG00000174206,KICS2,gene-driven,1.0
ENSG00000174243,DDX23,gene-driven,0.762
ENSG00000174279,EVX2,neutral,1.0
ENSG00000174307,PHLDA3,neutral,1.0
ENSG00000174332,GLIS1,regulation-driven,0.994
ENSG00000174343,CHRNA9,neutral,1.0
ENSG00000174348,PODN,neutral,1.0
ENSG00000174358,SLC6A19,neutral,0.816
ENSG00000174417,TRHR,neutral,1.0
ENSG00000174429,ABRA,neutral,1.0
ENSG00000174446,SNAPC5,gene-driven,1.0
ENSG00000174453,VWC2L,neutral,0.993
ENSG00000174473,GALNTL6,regulation-driven,1.0
ENSG00000174498,IGDCC3,neutral,1.0
ENSG00000174502,SLC26A9,neutral,0.652
ENSG00000174514,MFSD4A,neutral,0.966
ENSG00000174516,PELI3,gene-driven,0.826
ENSG00000174527,MYO1H,regulation-driven,0.534
ENSG00000174547,MRPL11,neutral,1.0
ENSG00000174564,IL20RB,gene-driven,0.998
ENSG00000174567,GOLT1A,neutral,1.0
ENSG00000174576,NPAS4,neutral,1.0
ENSG00000174579,MSL2,neutral,0.821
ENSG00000174606,ANGEL2,gene-driven,1.0
ENSG00000174611,KY,neutral,0.994
ENSG00000174640,SLCO2A1,neutral,0.921
ENSG00000174669,SLC29A2,neutral,0.963
ENSG00000174684,B4GAT1,neutral,1.0
ENSG00000174695,TMEM167A,neutral,1.0
ENSG00000174697,LEP,neutral,1.0
ENSG00000174705,SH3PXD2B,gene-driven,0.923
ENSG00000174720,,neutral,0.791
ENSG00000174738,NR1D2,neutral,1.0
ENSG00000174748,RPL15,neutral,0.994
ENSG00000174749,FAM241A,neutral,1.0
ENSG00000174775,HRAS,neutral,1.0
ENSG00000174799,CEP135,neutral,0.512
ENSG00000174804,FZD4,neutral,0.996
ENSG00000174839,DENND6A,gene-driven,0.669
ENSG00000174840,PDE12,gene-driven,1.0
ENSG00000174851,YIF1A,neutral,1.0
ENSG00000174871,CNIH2,neutral,1.0
ENSG00000174885,NLRP6,neutral,0.998
ENSG00000174891,RSRC1,neutral,0.996
ENSG00000174903,RAB1B,neutral,1.0
ENSG00000174945,AMZ1,neutral,1.0
ENSG00000174946,GPR171,neutral,1.0
ENSG00000174948,GPR149,gene-driven,0.852
ENSG00000174989,FBXW8,neutral,1.0
ENSG00000174996,KLC2,neutral,0.933
ENSG00000175018,TEX36,neutral,1.0
ENSG00000175073,VCPIP1,neutral,0.888
ENSG00000175077,RTP1,neutral,1.0
ENSG00000175084,DES,neutral,0.999
ENSG00000175087,PDIK1L,neutral,1.0
ENSG00000175097,RAG2,neutral,1.0
ENSG00000175104,TRAF6,neutral,1.0
ENSG00000175105,ZNF654,neutral,1.0
ENSG00000175137,SH3BP5L,gene-driven,1.0
ENSG00000175161,CADM2,regulation-driven,0.81
ENSG00000175182,FAM131A,regulation-driven,1.0
ENSG00000175183,CSRP2,neutral,1.0
ENSG00000175197,DDIT3,gene-driven,1.0
ENSG00000175213,ZNF408,neutral,1.0
ENSG00000175224,ATG13,neutral,0.999
ENSG00000175229,GAL3ST3,neutral,1.0
ENSG00000175274,TP53I11,neutral,0.99
ENSG00000175279,CENPS,gene-driven,1.0
ENSG00000175283,DOLK,neutral,1.0
ENSG00000175294,CATSPER1,neutral,1.0
ENSG00000175315,CST6,neutral,1.0
ENSG00000175336,APOF,gene-driven,1.0
ENSG00000175352,NRIP3,gene-driven,1.0
ENSG00000175356,SCUBE2,gene-driven,1.0
ENSG00000175376,EIF1AD,neutral,1.0
ENSG00000175395,ZNF25,neutral,1.0
ENSG00000175449,RFESD,gene-driven,0.984
ENSG00000175463,TBC1D10C,neutral,1.0
ENSG00000175467,SART1,gene-driven,1.0
ENSG00000175513,TSGA10IP,gene-driven,0.905
ENSG00000175535,PNLIP,neutral,0.995
ENSG00000175544,CABP4,neutral,1.0
ENSG00000175575,PAAF1,gene-driven,0.768
ENSG00000175581,MRPL48,gene-driven,1.0
ENSG00000175600,SUGCT,gene-driven,1.0
ENSG00000175606,TMEM70,neutral,1.0
ENSG00000175634,RPS6KB2,gene-driven,1.0
ENSG00000175664,TEX26,neutral,1.0
ENSG00000175697,GPR156,neutral,0.997
ENSG00000175745,NR2F1,neutral,1.0
ENSG00000175756,AURKAIP1,gene-driven,1.0
ENSG00000175782,SLC35E3,neutral,1.0
ENSG00000175793,SFN,neutral,1.0
ENSG00000175877,TMEM270,gene-driven,1.0
ENSG00000175879,HOXD8,neutral,1.0
ENSG00000175893,ZDHHC21,neutral,1.0
ENSG00000175895,PLEKHF2,neutral,1.0
ENSG00000175920,DOK7,neutral,1.0
ENSG00000175946,KLHL38,gene-driven,0.649
ENSG00000175970,UNC119B,neutral,1.0
ENSG00000175984,DENND2C,neutral,0.677
ENSG00000175985,PLEKHD1,neutral,0.973
ENSG00000176018,LYSMD3,gene-driven,1.0
ENSG00000176029,C11orf16,neutral,1.0
ENSG00000176055,MBLAC2,gene-driven,0.997
ENSG00000176095,IP6K1,neutral,1.0
ENSG00000176101,SSNA1,neutral,1.0
ENSG00000176171,BNIP3,gene-driven,0.718
ENSG00000176248,ANAPC2,neutral,1.0
ENSG00000176273,SLC35G1,neutral,1.0
ENSG00000176340,COX8A,neutral,1.0
ENSG00000176383,B3GNT4,neutral,1.0
ENSG00000176393,RNPEP,gene-driven,1.0
ENSG00000176399,DMRTA1,neutral,1.0
ENSG00000176402,GJC3,neutral,1.0
ENSG00000176422,SPRYD4,neutral,1.0
ENSG00000176438,,neutral,0.792
ENSG00000176444,CLK2,neutral,1.0
ENSG00000176463,SLCO3A1,gene-driven (relaxed),0.984
ENSG00000176542,USF3,neutral,1.0
ENSG00000176623,RMDN1,neutral,1.0
ENSG00000176658,MYO1D,gene-driven,0.984
ENSG00000176697,BDNF,neutral,0.881
ENSG00000176720,BOK,neutral,1.0
ENSG00000176742,OR51V1,neutral,1.0
ENSG00000176769,TCERG1L,neutral,1.0
ENSG00000176884,GRIN1,regulation-driven,0.997
ENSG00000176907,TCIM,neutral,1.0
ENSG00000176915,ANKLE2,neutral,1.0
ENSG00000176946,THAP4,neutral,1.0
ENSG00000176956,LY6H,gene-driven,1.0
ENSG00000176978,DPP7,gene-driven,1.0
ENSG00000177000,MTHFR,neutral,1.0
ENSG00000177034,MTX3,gene-driven,1.0
ENSG00000177042,TMEM80,gene-driven,1.0
ENSG00000177047,IFNW1,neutral,1.0
ENSG00000177054,ZDHHC13,neutral,1.0
ENSG00000177058,SLC38A9,gene-driven,1.0
ENSG00000177076,ACER2,neutral,1.0
ENSG00000177098,SCN4B,neutral,1.0
ENSG00000177105,RHOG,neutral,1.0
ENSG00000177119,ANO6,gene-driven,1.0
ENSG00000177125,ZBTB34,neutral,1.0
ENSG00000177144,NUDT4B,neutral,1.0
ENSG00000177156,TALDO1,neutral,0.993
ENSG00000177169,ULK1,neutral,1.0
ENSG00000177181,RIMKLA,neutral,1.0
ENSG00000177192,PUS1,neutral,1.0
ENSG00000177239,,neutral,0.995
ENSG00000177301,KCNA2,neutral,0.985
ENSG00000177453,NIM1K,gene-driven,1.0
ENSG00000177468,OLIG3,neutral,1.0
ENSG00000177479,ARIH2,gene-driven,1.0
ENSG00000177519,RPRM,neutral,1.0
ENSG00000177551,NHLH2,gene-driven,1.0
ENSG00000177556,ATOX1,neutral,1.0
ENSG00000177570,SAMD12,gene-driven,0.993
ENSG00000177613,CSTF2T,gene-driven (relaxed),1.0
ENSG00000177614,PGBD5,neutral,0.979
ENSG00000177669,MBOAT4,neutral,1.0
ENSG00000177791,MYOZ1,neutral,1.0
ENSG00000177875,CCDC184,neutral,1.0
ENSG00000177879,AP3S1,neutral,1.0
ENSG00000177888,ZBTB41,neutral,1.0
ENSG00000177889,UBE2N,neutral,1.0
ENSG00000177910,SPATA31C2,neutral,0.681
ENSG00000177917,ARL6IP6,neutral,1.0
ENSG00000177947,CIMAP1A,neutral,1.0
ENSG00000177984,LCN15,neutral,1.0
ENSG00000178028,DMAP1,gene-driven,1.0
ENSG00000178033,CALHM5,neutral,1.0
ENSG00000178035,IMPDH2,neutral,0.992
ENSG00000178053,MLF1,neutral,0.696
ENSG00000178057,NDUFAF3,gene-driven,1.0
ENSG00000178074,C2orf69,neutral,1.0
ENSG00000178105,DDX10,neutral,0.805
ENSG00000178125,PPP1R42,neutral,1.0
ENSG00000178175,ZNF366,gene-driven,1.0
ENSG00000178177,,gene-driven,0.983
ENSG00000178233,TMEM151B,neutral,1.0
ENSG00000178301,AQP11,neutral,1.0
ENSG00000178307,TMEM11,neutral,1.0
ENSG00000178338,ZNF354B,neutral,1.0
ENSG00000178343,SHISA3,neutral,1.0
ENSG00000178401,DNAJC22,neutral,1.0
ENSG00000178409,BEND3,neutral,0.739
ENSG00000178460,MCMDC2,neutral,1.0
ENSG00000178462,TUBAL3,gene-driven,1.0
ENSG00000178522,AMBN,gene-driven,1.0
ENSG00000178537,SLC25A20,neutral,1.0
ENSG00000178538,CA8,neutral,0.991
ENSG00000178562,CD28,neutral,1.0
ENSG00000178602,OTOS,neutral,1.0
ENSG00000178662,CSRNP3,regulation-driven,0.719
ENSG00000178691,SUZ12,neutral,0.999
ENSG00000178694,NSUN3,neutral,1.0
ENSG00000178776,C5orf46,neutral,1.0
ENSG00000178795,GDPD4,gene-driven,0.534
ENSG00000178796,RIIAD1,neutral,1.0
ENSG00000178802,MPI,gene-driven,1.0
ENSG00000178804,H1-8,neutral,1.0
ENSG00000178821,TMEM52,neutral,1.0
ENSG00000178826,TMEM139,gene-driven,1.0
ENSG00000178860,MSC,gene-driven,1.0
ENSG00000178882,RFLNA,neutral,1.0
ENSG00000178965,,gene-driven,0.719
ENSG00000178988,MRFAP1L1,neutral,1.0
ENSG00000178997,EXD1,neutral,0.975
ENSG00000179002,TAS1R2,neutral,0.607
ENSG00000179008,C14orf39,neutral,0.999
ENSG00000179021,,gene-driven,0.989
ENSG00000179041,RRS1,neutral,1.0
ENSG00000179046,TRIML2,neutral,1.0
ENSG00000179051,RCC2,neutral,0.996
ENSG00000179057,IGSF22,neutral,1.0
ENSG00000179091,CYC1,neutral,1.0
ENSG00000179104,TMTC2,neutral,0.562
ENSG00000179119,SPTY2D1,neutral,1.0
ENSG00000179151,EDC3,neutral,0.835
ENSG00000179152,TCAIM,neutral,1.0
ENSG00000179241,LDLRAD3,neutral,1.0
ENSG00000179256,SMCO3,neutral,1.0
ENSG00000179270,PCARE,neutral,1.0
ENSG00000179292,TMEM151A,neutral,1.0
ENSG00000179299,NSUN7,neutral,0.953
ENSG00000179331,RAB39A,neutral,1.0
ENSG00000179364,PACS2,regulation-driven,0.613
ENSG00000179388,EGR3,neutral,1.0
ENSG00000179397,CATSPERE,neutral,0.926
ENSG00000179455,MKRN3,gene-driven,0.999
ENSG00000179456,ZBTB18,neutral,1.0
ENSG00000179476,C14orf28,neutral,1.0
ENSG00000179526,SHARPIN,gene-driven,0.991
ENSG00000179528,LBX2,neutral,1.0
ENSG00000179562,GCC1,neutral,1.0
ENSG00000179564,LSMEM2,neutral,1.0
ENSG00000179580,RNF151,gene-driven,1.0
ENSG00000179639,FCER1A,neutral,1.0
ENSG00000179715,PCED1B,neutral,1.0
ENSG00000179813,FAM216B,neutral,1.0
ENSG00000179817,MRGPRX4,neutral,1.0
ENSG00000179869,,neutral,0.758
ENSG00000179902,CFAP276,neutral,1.0
ENSG00000179914,ITLN1,neutral,1.0
ENSG00000179930,ZNF648,neutral,1.0
ENSG00000179941,BBS10,neutral,1.0
ENSG00000179988,PSTK,neutral,1.0
ENSG00000180053,NKX2-6,neutral,1.0
ENSG00000180098,TRNAU1AP,neutral,1.0
ENSG00000180116,C12orf40,gene-driven,0.802
ENSG00000180176,TH,neutral,0.821
ENSG00000180185,FAHD1,gene-driven,1.0
ENSG00000180198,RCC1,neutral,0.562
ENSG00000180219,GARIN6,neutral,1.0
ENSG00000180233,ZNRF2,neutral,1.0
ENSG00000180251,SLC9A4,neutral,0.725
ENSG00000180263,,neutral,0.995
ENSG00000180316,PNPLA1,neutral,0.876
ENSG00000180332,KCTD4,neutral,1.0
ENSG00000180357,ZNF609,neutral,1.0
ENSG00000180423,HARBI1,neutral,1.0
ENSG00000180432,CYP8B1,neutral,1.0
ENSG00000180481,GLIPR1L2,neutral,1.0
ENSG00000180537,RNF182,neutral,1.0
ENSG00000180549,FUT7,neutral,1.0
ENSG00000180573,H2AC6,neutral,1.0
ENSG00000180611,MB21D2,neutral,1.0
ENSG00000180613,GSX2,neutral,1.0
ENSG00000180628,PCGF5,gene-driven,0.982
ENSG00000180638,SLC47A2,neutral,0.791
ENSG00000180644,PRF1,gene-driven,0.939
ENSG00000180660,MAB21L1,neutral,1.0
ENSG00000180667,YOD1,neutral,1.0
ENSG00000180697,C3orf22,neutral,1.0
ENSG00000180730,SHISA2,neutral,1.0
ENSG00000180745,CLRN3,neutral,1.0
ENSG00000180758,GPR157,neutral,1.0
ENSG00000180767,CHST13,neutral,1.0
ENSG00000180773,SLC36A4,gene-driven,1.0
ENSG00000180801,ARSJ,neutral,1.0
ENSG00000180806,HOXC9,gene-driven,1.0
ENSG00000180875,GREM2,neutral,1.0
ENSG00000180878,C11orf42,neutral,1.0
ENSG00000180881,CAPS2,gene-driven,1.0
ENSG00000180934,OR56A1,neutral,1.0
ENSG00000180938,ZNF572,neutral,1.0
ENSG00000181072,CHRM2,neutral,1.0
ENSG00000181085,MAPK15,neutral,1.0
ENSG00000181092,ADIPOQ,gene-driven,1.0
ENSG00000181104,F2R,neutral,1.0
ENSG00000181135,ZNF707,gene-driven,0.982
ENSG00000181218,H2AC25,neutral,1.0
ENSG00000181220,ZNF746,neutral,1.0
ENSG00000181234,TMEM132C,neutral,0.819
ENSG00000181264,TLCD5,gene-driven,0.996
ENSG00000181291,TMEM132E,neutral,0.758
ENSG00000181333,HEPHL1,neutral,1.0
ENSG00000181381,DDX60L,gene-driven,0.987
ENSG00000181418,DDN,neutral,1.0
ENSG00000181472,ZBTB2,neutral,1.0
ENSG00000181541,MAB21L2,neutral,1.0
ENSG00000181617,FDCSP,neutral,1.0
ENSG00000181631,P2RY13,neutral,1.0
ENSG00000181634,TNFSF15,neutral,1.0
ENSG00000181652,ATG9B,neutral,0.98
ENSG00000181690,PLAG1,neutral,0.802
ENSG00000181744,DIPK2A,neutral,0.615
ENSG00000181754,AMIGO1,neutral,1.0
ENSG00000181773,GPR3,neutral,1.0
ENSG00000181778,TMEM252,neutral,1.0
ENSG00000181790,ADGRB1,regulation-driven,0.931
ENSG00000181817,LSM10,neutral,1.0
ENSG00000181873,IBA57,neutral,1.0
ENSG00000181904,C5orf24,neutral,1.0
ENSG00000181982,CCDC149,neutral,1.0
ENSG00000182010,RTKN2,neutral,0.999
ENSG00000182054,IDH2,neutral,0.994
ENSG00000182077,PTCHD3,neutral,1.0
ENSG00000182117,NOP10,neutral,1.0
ENSG00000182132,KCNIP1,regulation-driven,0.908
ENSG00000182134,TDRKH,gene-driven (relaxed),1.0
ENSG00000182168,UNC5C,neutral,0.987
ENSG00000182179,UBA7,neutral,1.0
ENSG00000182180,MRPS16,neutral,1.0
ENSG00000182183,SHISAL2A,neutral,1.0
ENSG00000182208,MOB2,neutral,1.0
ENSG00000182223,ZAR1,neutral,1.0
ENSG00000182263,FIGN,regulation-driven,0.796
ENSG00000182271,TMIGD1,gene-driven,1.0
ENSG00000182272,B4GALNT4,neutral,0.633
ENSG00000182307,C8orf33,gene-driven,1.0
ENSG00000182325,FBXL6,gene-driven,1.0
ENSG00000182333,LIPF,neutral,0.615
ENSG00000182348,ZNF804B,neutral,0.576
ENSG00000182359,KBTBD3,gene-driven,1.0
ENSG00000182372,CLN8,neutral,1.0
ENSG00000182447,OTOL1,neutral,1.0
ENSG00000182504,CEP97,neutral,1.0
ENSG00000182533,CAV3,neutral,1.0
ENSG00000182552,RWDD4,neutral,1.0
ENSG00000182568,SATB1,gene-driven,1.0
ENSG00000182645,CCDC172,neutral,1.0
ENSG00000182685,BRICD5,gene-driven,1.0
ENSG00000182698,RESP18,neutral,1.0
ENSG00000182704,TSKU,gene-driven,1.0
ENSG00000182732,RGS6,gene-driven,0.979
ENSG00000182747,SLC35D3,neutral,1.0
ENSG00000182752,PAPPA,neutral,0.758
ENSG00000182768,NGRN,neutral,1.0
ENSG00000182771,GRID1,gene-driven,1.0
ENSG00000182795,C1orf116,neutral,1.0
ENSG00000182827,ACBD3,neutral,1.0
ENSG00000182866,LCK,gene-driven,0.947
ENSG00000182901,,regulation-driven,0.998
ENSG00000182934,SRPRA,neutral,1.0
ENSG00000182950,CIMAP1C,neutral,1.0
ENSG00000183049,CAMK1D,neutral,0.799
ENSG00000183090,FREM3,regulation-driven,0.538
ENSG00000183128,CALHM3,neutral,1.0
ENSG00000183155,RABIF,neutral,1.0
ENSG00000183166,CALN1,gene-driven,0.83
ENSG00000183185,GABRR3,neutral,0.998
ENSG00000183273,CCDC60,neutral,1.0
ENSG00000183283,DAZAP2,gene-driven,1.0
ENSG00000183317,EPHA10,regulation-driven,0.711
ENSG00000183323,CCDC125,gene-driven,1.0
ENSG00000183324,REC114,neutral,1.0
ENSG00000183347,GBP6,neutral,1.0
ENSG00000183379,SYNDIG1L,neutral,1.0
ENSG00000183386,FHL3,neutral,1.0
ENSG00000183395,PMCH,neutral,1.0
ENSG00000183396,TMEM89,neutral,1.0
ENSG00000183423,LRIT3,neutral,1.0
ENSG00000183508,TENT5C,gene-driven,0.924
ENSG00000183513,COA5,neutral,1.0
ENSG00000183520,UTP11,neutral,1.0
ENSG00000183560,IZUMO1R,gene-driven,1.0
ENSG00000183576,SETD3,neutral,0.99
ENSG00000183578,TNFAIP8L3,neutral,1.0
ENSG00000183580,FBXL7,neutral,0.761
ENSG00000183607,GKN2,gene-driven,1.0
ENSG00000183615,FAM167B,neutral,1.0
ENSG00000183621,,gene-driven,1.0
ENSG00000183638,RP1L1,neutral,1.0
ENSG00000183644,HOATZ,neutral,1.0
ENSG00000183648,NDUFB1,gene-driven,1.0
ENSG00000183715,OPCML,regulation-driven,0.833
ENSG00000183722,LHFPL6,neutral,1.0
ENSG00000183733,FIGLA,neutral,1.0
ENSG00000183742,MACC1,gene-driven,0.65
ENSG00000183751,TBL3,gene-driven,1.0
ENSG00000183775,KCTD16,neutral,0.993
ENSG00000183779,ZNF703,neutral,1.0
ENSG00000183780,SLC35F3,neutral,0.948
ENSG00000183807,FAM162B,neutral,1.0
ENSG00000183813,CCR4,neutral,1.0
ENSG00000183814,LIN9,gene-driven,1.0
ENSG00000183831,ANKRD45,neutral,1.0
ENSG00000183833,CFAP91,gene-driven,1.0
ENSG00000183840,GPR39,neutral,1.0
ENSG00000183856,IQGAP3,neutral,0.712
ENSG00000183888,SRARP,neutral,1.0
ENSG00000183908,LRRC55,gene-driven,1.0
ENSG00000183960,KCNH8,neutral,0.96
ENSG00000183977,PP2D1,neutral,1.0
ENSG00000184108,TRIML1,neutral,1.0
ENSG00000184163,C1QTNF12,gene-driven,1.0
ENSG00000184209,SNRNP35,neutral,1.0
ENSG00000184220,CMSS1,gene-driven,1.0
ENSG00000184232,OAF,gene-driven,1.0
ENSG00000184260,H2AC20,neutral,1.0
ENSG00000184271,POU6F1,neutral,1.0
ENSG00000184302,SIX6,neutral,1.0
ENSG00000184305,CCSER1,neutral,1.0
ENSG00000184307,ZDHHC23,neutral,0.977
ENSG00000184344,GDF3,neutral,1.0
ENSG00000184345,IQCF2,neutral,1.0
ENSG00000184347,SLIT3,neutral,0.826
ENSG00000184349,,regulation-driven,0.649
ENSG00000184357,H1-5,neutral,1.0
ENSG00000184371,CSF1,gene-driven,1.0
ENSG00000184374,COLEC10,neutral,0.914
ENSG00000184378,ACTRT3,neutral,1.0
ENSG00000184384,MAML2,neutral,1.0
ENSG00000184434,LRRC19,neutral,1.0
ENSG00000184445,KNTC1,neutral,0.512
ENSG00000184454,NCMAP,neutral,1.0
ENSG00000184500,PROS1,neutral,0.8
ENSG00000184564,SLITRK6,neutral,1.0
ENSG00000184574,LPAR5,gene-driven,1.0
ENSG00000184584,STING1,neutral,1.0
ENSG00000184601,C14orf180,neutral,1.0
ENSG00000184611,KCNH7,regulation-driven,0.99
ENSG00000184661,CDCA2,neutral,1.0
ENSG00000184677,ZBTB40,neutral,0.989
ENSG00000184719,RNLS,neutral,1.0
ENSG00000184752,NDUFA12,neutral,1.0
ENSG00000184786,DYNLT2,neutral,1.0
ENSG00000184840,TMED9,neutral,1.0
ENSG00000184845,DRD1,neutral,1.0
ENSG00000184887,BTBD6,neutral,1.0
ENSG00000184898,RBM43,neutral,1.0
ENSG00000184903,IMMP2L,neutral,1.0
ENSG00000184916,JAG2,neutral,0.859
ENSG00000184923,NUTM2A,gene-driven,1.0
ENSG00000184924,PTRHD1,neutral,1.0
ENSG00000184925,LCN12,neutral,1.0
ENSG00000184937,WT1,regulation-driven,0.707
ENSG00000184945,AQP12A,gene-driven,1.0
ENSG00000184992,BRI3BP,neutral,1.0
ENSG00000185000,DGAT1,neutral,1.0
ENSG00000185002,RFX6,neutral,0.932
ENSG00000185009,AP3M1,neutral,1.0
ENSG00000185024,BRF1,gene-driven,1.0
ENSG00000185033,SEMA4B,gene-driven,1.0
ENSG00000185043,CIB1,gene-driven,1.0
ENSG00000185055,EFCAB10,neutral,1.0
ENSG00000185069,KRT76,neutral,1.0
ENSG00000185085,INTS5,neutral,1.0
ENSG00000185090,MANEAL,neutral,1.0
ENSG00000185100,ADSS1,neutral,0.802
ENSG00000185104,FAF1,gene-driven,1.0
ENSG00000185127,C6orf120,neutral,1.0
ENSG00000185149,NPY2R,neutral,1.0
ENSG00000185155,MIXL1,neutral,1.0
ENSG00000185163,DDX51,neutral,1.0
ENSG00000185176,AQP12B,neutral,1.0
ENSG00000185219,ZNF445,neutral,1.0
ENSG00000185220,PGBD2,gene-driven,1.0
ENSG00000185238,PRMT3,neutral,0.867
ENSG00000185246,PRPF39,gene-driven,1.0
ENSG00000185261,KIAA0825,gene-driven,1.0
ENSG00000185267,CDNF,neutral,1.0
ENSG00000185271,KLHL33,neutral,0.994
ENSG00000185278,ZBTB37,neutral,0.971
ENSG00000185305,ARL15,gene-driven,0.541
ENSG00000185313,SCN10A,gene-driven,1.0
ENSG00000185344,ATP6V0A2,neutral,1.0
ENSG00000185352,HS6ST3,neutral,1.0
ENSG00000185414,MRPL30,neutral,1.0
ENSG00000185436,IFNLR1,neutral,1.0
ENSG00000185467,KPNA7,gene-driven (relaxed),0.999
ENSG00000185480,PARPBP,neutral,1.0
ENSG00000185483,ROR1,neutral,0.506
ENSG00000185499,MUC1,gene-driven,1.0
ENSG00000185518,SV2B,gene-driven,1.0
ENSG00000185519,FAM131C,neutral,1.0
ENSG00000185532,PRKG1,neutral,0.913
ENSG00000185559,DLK1,neutral,0.909
ENSG00000185585,OLFML2A,neutral,0.96
ENSG00000185591,SP1,gene-driven,1.0
ENSG00000185610,DBX2,neutral,1.0
ENSG00000185614,INKA1,neutral,1.0
ENSG00000185633,NDUFA4L2,gene-driven,1.0
ENSG00000185634,SHC4,neutral,0.997
ENSG00000185640,KRT79,gene-driven,0.958
ENSG00000185652,NTF3,neutral,0.992
ENSG00000185662,SMIM23,gene-driven,1.0
ENSG00000185670,ZBTB3,gene-driven,1.0
ENSG00000185697,MYBL1,regulation-driven,0.771
ENSG00000185736,ADARB2,neutral,0.983
ENSG00000185742,C11orf87,neutral,1.0
ENSG00000185774,KCNIP4,neutral,0.611
ENSG00000185798,WDR53,gene-driven,0.806
ENSG00000185860,CCDC190,neutral,1.0
ENSG00000185863,TMEM210,neutral,1.0
ENSG00000185896,LAMP1,gene-driven,1.0
ENSG00000185909,KLHDC8B,neutral,1.0
ENSG00000185933,CALHM1,neutral,1.0
ENSG00000185942,NKAIN3,neutral,0.841
ENSG00000185989,RASA3,neutral,0.504
ENSG00000186007,LEMD1,gene-driven,1.0
ENSG00000186009,ATP4B,neutral,1.0
ENSG00000186038,HTR3E,gene-driven,0.908
ENSG00000186073,CDIN1,neutral,0.696
ENSG00000186106,ANKRD46,gene-driven,0.875
ENSG00000186130,ZBTB6,neutral,1.0
ENSG00000186166,CENATAC,neutral,1.0
ENSG00000186174,BCL9L,neutral,1.0
ENSG00000186188,FFAR4,neutral,1.0
ENSG00000186193,SAPCD2,neutral,1.0
ENSG00000186197,EDARADD,gene-driven,0.951
ENSG00000186198,SLC51B,neutral,1.0
ENSG00000186231,KLHL32,neutral,0.944
ENSG00000186265,BTLA,neutral,1.0
ENSG00000186318,BACE1,gene-driven,1.0
ENSG00000186334,SLC36A3,neutral,1.0
ENSG00000186350,RXRA,neutral,0.782
ENSG00000186367,MINAR2,neutral,1.0
ENSG00000186377,CYP4X1,neutral,0.998
ENSG00000186442,KRT3,neutral,1.0
ENSG00000186468,RPS23,neutral,0.63
ENSG00000186479,RGS7BP,gene-driven,1.0
ENSG00000186501,TMEM222,neutral,1.0
ENSG00000186583,SPATC1,neutral,1.0
ENSG00000186591,UBE2H,neutral,1.0
ENSG00000186603,HPDL,neutral,1.0
ENSG00000186638,KIF24,neutral,0.603
ENSG00000186648,CARMIL3,regulation-driven,1.0
ENSG00000186660,ZFP91,neutral,0.917
ENSG00000186684,CYP27C1,neutral,1.0
ENSG00000186687,LYRM7,neutral,1.0
ENSG00000186710,CFAP73,neutral,1.0
ENSG00000186766,FOXI2,neutral,1.0
ENSG00000186795,KCNK18,neutral,1.0
ENSG00000186827,TNFRSF4,neutral,1.0
ENSG00000186854,TRABD2A,neutral,0.989
ENSG00000186867,QRFPR,neutral,1.0
ENSG00000186881,OR13F1,neutral,1.0
ENSG00000186891,TNFRSF18,gene-driven,1.0
ENSG00000186895,FGF3,neutral,1.0
ENSG00000186907,RTN4RL2,neutral,1.0
ENSG00000186908,ZDHHC17,neutral,0.791
ENSG00000186910,SERPINA11,neutral,1.0
ENSG00000187003,ACTL7A,neutral,1.0
ENSG00000187024,PTRH1,gene-driven,0.859
ENSG00000187033,SAMD7,gene-driven,1.0
ENSG00000187048,CYP4A11,neutral,0.998
ENSG00000187049,TMEM216,gene-driven,1.0
ENSG00000187054,TMPRSS11A,gene-driven,0.924
ENSG00000187068,C3orf70,neutral,1.0
ENSG00000187091,PLCD1,neutral,0.897
ENSG00000187094,CCK,neutral,1.0
ENSG00000187098,MITF,neutral,1.0
ENSG00000187109,NAP1L1,gene-driven,1.0
